Excitation Kinetics:
Time (s)       S0                  S1                  S2                  T1                  T2                  
--------------------------------------------------------------------------------
1.0000e-15     9.900498e-01        4.981713e-06        9.945184e-03        4.985037e-11        4.981713e-11        
1.0014e-15     9.900361e-01        4.995473e-06        9.958859e-03        4.998811e-11        4.995473e-11        
1.0028e-15     9.900224e-01        5.009271e-06        9.972553e-03        5.012623e-11        5.009271e-11        
1.0042e-15     9.900087e-01        5.023107e-06        9.986266e-03        5.026473e-11        5.023107e-11        
1.0055e-15     9.899950e-01        5.036981e-06        9.999997e-03        5.040361e-11        5.036981e-11        
1.0069e-15     9.899812e-01        5.050894e-06        1.001375e-02        5.054288e-11        5.050894e-11        
1.0083e-15     9.899674e-01        5.064845e-06        1.002752e-02        5.068253e-11        5.064845e-11        
1.0097e-15     9.899536e-01        5.078835e-06        1.004130e-02        5.082257e-11        5.078835e-11        
1.0111e-15     9.899398e-01        5.092863e-06        1.005511e-02        5.096299e-11        5.092863e-11        
1.0125e-15     9.899260e-01        5.106929e-06        1.006893e-02        5.110380e-11        5.106930e-11        
1.0139e-15     9.899121e-01        5.121035e-06        1.008278e-02        5.124500e-11        5.121035e-11        
1.0153e-15     9.898982e-01        5.135180e-06        1.009664e-02        5.138659e-11        5.135180e-11        
1.0167e-15     9.898843e-01        5.149363e-06        1.011052e-02        5.152857e-11        5.149363e-11        
1.0181e-15     9.898704e-01        5.163586e-06        1.012443e-02        5.167094e-11        5.163586e-11        
1.0195e-15     9.898565e-01        5.177848e-06        1.013835e-02        5.181371e-11        5.177848e-11        
1.0209e-15     9.898425e-01        5.192149e-06        1.015228e-02        5.195687e-11        5.192149e-11        
1.0224e-15     9.898286e-01        5.206490e-06        1.016624e-02        5.210042e-11        5.206490e-11        
1.0238e-15     9.898146e-01        5.220871e-06        1.018022e-02        5.224437e-11        5.220871e-11        
1.0252e-15     9.898005e-01        5.235291e-06        1.019422e-02        5.238872e-11        5.235291e-11        
1.0266e-15     9.897865e-01        5.249750e-06        1.020823e-02        5.253347e-11        5.249751e-11        
1.0280e-15     9.897725e-01        5.264250e-06        1.022227e-02        5.267861e-11        5.264250e-11        
1.0294e-15     9.897584e-01        5.278790e-06        1.023632e-02        5.282416e-11        5.278790e-11        
1.0309e-15     9.897443e-01        5.293370e-06        1.025039e-02        5.297011e-11        5.293370e-11        
1.0323e-15     9.897302e-01        5.307990e-06        1.026449e-02        5.311646e-11        5.307990e-11        
1.0337e-15     9.897161e-01        5.322650e-06        1.027860e-02        5.326322e-11        5.322650e-11        
1.0351e-15     9.897019e-01        5.337351e-06        1.029273e-02        5.341038e-11        5.337351e-11        
1.0366e-15     9.896878e-01        5.352093e-06        1.030688e-02        5.355795e-11        5.352093e-11        
1.0380e-15     9.896736e-01        5.366875e-06        1.032105e-02        5.370592e-11        5.366875e-11        
1.0394e-15     9.896594e-01        5.381698e-06        1.033524e-02        5.385431e-11        5.381698e-11        
1.0409e-15     9.896452e-01        5.396562e-06        1.034944e-02        5.400310e-11        5.396562e-11        
1.0423e-15     9.896309e-01        5.411467e-06        1.036367e-02        5.415231e-11        5.411467e-11        
1.0438e-15     9.896167e-01        5.426412e-06        1.037792e-02        5.430192e-11        5.426413e-11        
1.0452e-15     9.896024e-01        5.441400e-06        1.039219e-02        5.445195e-11        5.441400e-11        
1.0467e-15     9.895881e-01        5.456428e-06        1.040647e-02        5.460239e-11        5.456428e-11        
1.0481e-15     9.895738e-01        5.471498e-06        1.042078e-02        5.475325e-11        5.471498e-11        
1.0495e-15     9.895594e-01        5.486610e-06        1.043510e-02        5.490453e-11        5.486610e-11        
1.0510e-15     9.895451e-01        5.501763e-06        1.044945e-02        5.505622e-11        5.501763e-11        
1.0525e-15     9.895307e-01        5.516958e-06        1.046381e-02        5.520833e-11        5.516958e-11        
1.0539e-15     9.895163e-01        5.532195e-06        1.047820e-02        5.536086e-11        5.532195e-11        
1.0554e-15     9.895019e-01        5.547475e-06        1.049260e-02        5.551381e-11        5.547475e-11        
1.0568e-15     9.894874e-01        5.562796e-06        1.050702e-02        5.566719e-11        5.562796e-11        
1.0583e-15     9.894730e-01        5.578159e-06        1.052147e-02        5.582099e-11        5.578159e-11        
1.0597e-15     9.894585e-01        5.593565e-06        1.053593e-02        5.597521e-11        5.593565e-11        
1.0612e-15     9.894440e-01        5.609014e-06        1.055041e-02        5.612986e-11        5.609014e-11        
1.0627e-15     9.894295e-01        5.624505e-06        1.056491e-02        5.628493e-11        5.624505e-11        
1.0641e-15     9.894149e-01        5.640038e-06        1.057944e-02        5.644044e-11        5.640039e-11        
1.0656e-15     9.894004e-01        5.655615e-06        1.059398e-02        5.659637e-11        5.655615e-11        
1.0671e-15     9.893858e-01        5.671235e-06        1.060854e-02        5.675273e-11        5.671235e-11        
1.0686e-15     9.893712e-01        5.686897e-06        1.062312e-02        5.690953e-11        5.686898e-11        
1.0700e-15     9.893566e-01        5.702603e-06        1.063772e-02        5.706676e-11        5.702603e-11        
1.0715e-15     9.893419e-01        5.718353e-06        1.065234e-02        5.722442e-11        5.718353e-11        
1.0730e-15     9.893273e-01        5.734145e-06        1.066699e-02        5.738251e-11        5.734145e-11        
1.0745e-15     9.893126e-01        5.749982e-06        1.068165e-02        5.754105e-11        5.749982e-11        
1.0760e-15     9.892979e-01        5.765862e-06        1.069633e-02        5.770002e-11        5.765862e-11        
1.0775e-15     9.892832e-01        5.781785e-06        1.071103e-02        5.785943e-11        5.781786e-11        
1.0790e-15     9.892684e-01        5.797753e-06        1.072575e-02        5.801928e-11        5.797753e-11        
1.0804e-15     9.892537e-01        5.813765e-06        1.074049e-02        5.817957e-11        5.813765e-11        
1.0819e-15     9.892389e-01        5.829821e-06        1.075526e-02        5.834030e-11        5.829821e-11        
1.0834e-15     9.892241e-01        5.845921e-06        1.077004e-02        5.850148e-11        5.845921e-11        
1.0849e-15     9.892093e-01        5.862066e-06        1.078484e-02        5.866310e-11        5.862066e-11        
1.0864e-15     9.891945e-01        5.878255e-06        1.079966e-02        5.882517e-11        5.878255e-11        
1.0879e-15     9.891796e-01        5.894489e-06        1.081451e-02        5.898769e-11        5.894489e-11        
1.0894e-15     9.891647e-01        5.910768e-06        1.082937e-02        5.915065e-11        5.910768e-11        
1.0909e-15     9.891498e-01        5.927091e-06        1.084425e-02        5.931406e-11        5.927091e-11        
1.0925e-15     9.891349e-01        5.943460e-06        1.085916e-02        5.947793e-11        5.943460e-11        
1.0940e-15     9.891200e-01        5.959874e-06        1.087408e-02        5.964225e-11        5.959874e-11        
1.0955e-15     9.891050e-01        5.976333e-06        1.088903e-02        5.980702e-11        5.976333e-11        
1.0970e-15     9.890900e-01        5.992837e-06        1.090399e-02        5.997224e-11        5.992837e-11        
1.0985e-15     9.890750e-01        6.009387e-06        1.091898e-02        6.013793e-11        6.009387e-11        
1.1000e-15     9.890600e-01        6.025983e-06        1.093398e-02        6.030407e-11        6.025983e-11        
1.1015e-15     9.890449e-01        6.042624e-06        1.094901e-02        6.047066e-11        6.042624e-11        
1.1031e-15     9.890299e-01        6.059312e-06        1.096406e-02        6.063772e-11        6.059312e-11        
1.1046e-15     9.890148e-01        6.076045e-06        1.097912e-02        6.080524e-11        6.076045e-11        
1.1061e-15     9.889997e-01        6.092825e-06        1.099421e-02        6.097322e-11        6.092825e-11        
1.1077e-15     9.889846e-01        6.109651e-06        1.100932e-02        6.114167e-11        6.109651e-11        
1.1092e-15     9.889694e-01        6.126523e-06        1.102445e-02        6.131058e-11        6.126523e-11        
1.1107e-15     9.889543e-01        6.143442e-06        1.103960e-02        6.147995e-11        6.143442e-11        
1.1123e-15     9.889391e-01        6.160407e-06        1.105477e-02        6.164980e-11        6.160407e-11        
1.1138e-15     9.889239e-01        6.177419e-06        1.106996e-02        6.182011e-11        6.177419e-11        
1.1153e-15     9.889086e-01        6.194479e-06        1.108517e-02        6.199089e-11        6.194479e-11        
1.1169e-15     9.888934e-01        6.211585e-06        1.110041e-02        6.216215e-11        6.211585e-11        
1.1184e-15     9.888781e-01        6.228738e-06        1.111566e-02        6.233388e-11        6.228739e-11        
1.1200e-15     9.888628e-01        6.245939e-06        1.113093e-02        6.250608e-11        6.245939e-11        
1.1215e-15     9.888475e-01        6.263187e-06        1.114623e-02        6.267875e-11        6.263188e-11        
1.1231e-15     9.888322e-01        6.280483e-06        1.116154e-02        6.285191e-11        6.280483e-11        
1.1246e-15     9.888168e-01        6.297827e-06        1.117688e-02        6.302554e-11        6.297827e-11        
1.1262e-15     9.888014e-01        6.315218e-06        1.119224e-02        6.319965e-11        6.315218e-11        
1.1277e-15     9.887860e-01        6.332658e-06        1.120762e-02        6.337424e-11        6.332658e-11        
1.1293e-15     9.887706e-01        6.350145e-06        1.122302e-02        6.354931e-11        6.350145e-11        
1.1309e-15     9.887552e-01        6.367681e-06        1.123844e-02        6.372487e-11        6.367681e-11        
1.1324e-15     9.887397e-01        6.385265e-06        1.125388e-02        6.390091e-11        6.385265e-11        
1.1340e-15     9.887243e-01        6.402898e-06        1.126935e-02        6.407743e-11        6.402898e-11        
1.1355e-15     9.887087e-01        6.420579e-06        1.128483e-02        6.425445e-11        6.420579e-11        
1.1371e-15     9.886932e-01        6.438309e-06        1.130034e-02        6.443195e-11        6.438309e-11        
1.1387e-15     9.886777e-01        6.456088e-06        1.131586e-02        6.460994e-11        6.456088e-11        
1.1403e-15     9.886621e-01        6.473916e-06        1.133141e-02        6.478842e-11        6.473916e-11        
1.1418e-15     9.886465e-01        6.491793e-06        1.134698e-02        6.496740e-11        6.491793e-11        
1.1434e-15     9.886309e-01        6.509719e-06        1.136257e-02        6.514687e-11        6.509719e-11        
1.1450e-15     9.886153e-01        6.527695e-06        1.137818e-02        6.532683e-11        6.527695e-11        
1.1466e-15     9.885996e-01        6.545721e-06        1.139381e-02        6.550730e-11        6.545721e-11        
1.1482e-15     9.885840e-01        6.563796e-06        1.140947e-02        6.568826e-11        6.563796e-11        
1.1498e-15     9.885683e-01        6.581921e-06        1.142514e-02        6.586972e-11        6.581921e-11        
1.1513e-15     9.885526e-01        6.600096e-06        1.144084e-02        6.605168e-11        6.600096e-11        
1.1529e-15     9.885368e-01        6.618321e-06        1.145656e-02        6.623414e-11        6.618321e-11        
1.1545e-15     9.885211e-01        6.636597e-06        1.147230e-02        6.641710e-11        6.636597e-11        
1.1561e-15     9.885053e-01        6.654923e-06        1.148806e-02        6.660058e-11        6.654923e-11        
1.1577e-15     9.884895e-01        6.673299e-06        1.150384e-02        6.678455e-11        6.673299e-11        
1.1593e-15     9.884737e-01        6.691726e-06        1.151965e-02        6.696904e-11        6.691726e-11        
1.1609e-15     9.884578e-01        6.710204e-06        1.153547e-02        6.715403e-11        6.710204e-11        
1.1625e-15     9.884419e-01        6.728733e-06        1.155132e-02        6.733954e-11        6.728733e-11        
1.1641e-15     9.884261e-01        6.747313e-06        1.156719e-02        6.752556e-11        6.747313e-11        
1.1658e-15     9.884102e-01        6.765945e-06        1.158308e-02        6.771209e-11        6.765945e-11        
1.1674e-15     9.883942e-01        6.784627e-06        1.159899e-02        6.789913e-11        6.784627e-11        
1.1690e-15     9.883783e-01        6.803361e-06        1.161493e-02        6.808669e-11        6.803362e-11        
1.1706e-15     9.883623e-01        6.822147e-06        1.163088e-02        6.827477e-11        6.822147e-11        
1.1722e-15     9.883463e-01        6.840985e-06        1.164686e-02        6.846337e-11        6.840985e-11        
1.1738e-15     9.883303e-01        6.859875e-06        1.166286e-02        6.865249e-11        6.859875e-11        
1.1755e-15     9.883142e-01        6.878817e-06        1.167888e-02        6.884213e-11        6.878817e-11        
1.1771e-15     9.882982e-01        6.897811e-06        1.169493e-02        6.903229e-11        6.897811e-11        
1.1787e-15     9.882821e-01        6.916857e-06        1.171099e-02        6.922298e-11        6.916857e-11        
1.1803e-15     9.882660e-01        6.935956e-06        1.172708e-02        6.941420e-11        6.935956e-11        
1.1820e-15     9.882499e-01        6.955108e-06        1.174319e-02        6.960594e-11        6.955108e-11        
1.1836e-15     9.882337e-01        6.974312e-06        1.175932e-02        6.979821e-11        6.974312e-11        
1.1852e-15     9.882175e-01        6.993569e-06        1.177547e-02        6.999102e-11        6.993570e-11        
1.1869e-15     9.882013e-01        7.012880e-06        1.179165e-02        7.018435e-11        7.012880e-11        
1.1885e-15     9.881851e-01        7.032244e-06        1.180784e-02        7.037822e-11        7.032244e-11        
1.1902e-15     9.881689e-01        7.051661e-06        1.182406e-02        7.057262e-11        7.051661e-11        
1.1918e-15     9.881526e-01        7.071132e-06        1.184031e-02        7.076756e-11        7.071132e-11        
1.1935e-15     9.881363e-01        7.090656e-06        1.185657e-02        7.096304e-11        7.090656e-11        
1.1951e-15     9.881200e-01        7.110235e-06        1.187286e-02        7.115906e-11        7.110235e-11        
1.1968e-15     9.881037e-01        7.129867e-06        1.188916e-02        7.135562e-11        7.129867e-11        
1.1984e-15     9.880874e-01        7.149553e-06        1.190549e-02        7.155272e-11        7.149553e-11        
1.2001e-15     9.880710e-01        7.169294e-06        1.192185e-02        7.175036e-11        7.169294e-11        
1.2017e-15     9.880546e-01        7.189089e-06        1.193822e-02        7.194855e-11        7.189089e-11        
1.2034e-15     9.880382e-01        7.208939e-06        1.195462e-02        7.214729e-11        7.208939e-11        
1.2051e-15     9.880217e-01        7.228844e-06        1.197104e-02        7.234658e-11        7.228844e-11        
1.2067e-15     9.880053e-01        7.248803e-06        1.198748e-02        7.254641e-11        7.248803e-11        
1.2084e-15     9.879888e-01        7.268818e-06        1.200394e-02        7.274680e-11        7.268818e-11        
1.2101e-15     9.879723e-01        7.288887e-06        1.202043e-02        7.294774e-11        7.288887e-11        
1.2117e-15     9.879558e-01        7.309012e-06        1.203694e-02        7.314923e-11        7.309012e-11        
1.2134e-15     9.879392e-01        7.329193e-06        1.205347e-02        7.335128e-11        7.329193e-11        
1.2151e-15     9.879226e-01        7.349429e-06        1.207003e-02        7.355389e-11        7.349429e-11        
1.2168e-15     9.879060e-01        7.369721e-06        1.208660e-02        7.375706e-11        7.369721e-11        
1.2185e-15     9.878894e-01        7.390069e-06        1.210320e-02        7.396079e-11        7.390069e-11        
1.2201e-15     9.878728e-01        7.410473e-06        1.211983e-02        7.416508e-11        7.410473e-11        
1.2218e-15     9.878561e-01        7.430934e-06        1.213647e-02        7.436993e-11        7.430934e-11        
1.2235e-15     9.878394e-01        7.451450e-06        1.215314e-02        7.457535e-11        7.451450e-11        
1.2252e-15     9.878227e-01        7.472024e-06        1.216983e-02        7.478134e-11        7.472024e-11        
1.2269e-15     9.878060e-01        7.492654e-06        1.218654e-02        7.498789e-11        7.492654e-11        
1.2286e-15     9.877892e-01        7.513341e-06        1.220328e-02        7.519502e-11        7.513341e-11        
1.2303e-15     9.877724e-01        7.534085e-06        1.222004e-02        7.540271e-11        7.534085e-11        
1.2320e-15     9.877556e-01        7.554886e-06        1.223682e-02        7.561098e-11        7.554886e-11        
1.2337e-15     9.877388e-01        7.575745e-06        1.225362e-02        7.581983e-11        7.575745e-11        
1.2354e-15     9.877220e-01        7.596661e-06        1.227045e-02        7.602925e-11        7.596661e-11        
1.2371e-15     9.877051e-01        7.617635e-06        1.228730e-02        7.623925e-11        7.617635e-11        
1.2388e-15     9.876882e-01        7.638667e-06        1.230417e-02        7.644983e-11        7.638667e-11        
1.2405e-15     9.876713e-01        7.659756e-06        1.232107e-02        7.666098e-11        7.659756e-11        
1.2423e-15     9.876543e-01        7.680904e-06        1.233799e-02        7.687273e-11        7.680904e-11        
1.2440e-15     9.876374e-01        7.702110e-06        1.235493e-02        7.708505e-11        7.702110e-11        
1.2457e-15     9.876204e-01        7.723375e-06        1.237190e-02        7.729796e-11        7.723375e-11        
1.2474e-15     9.876034e-01        7.744698e-06        1.238889e-02        7.751146e-11        7.744698e-11        
1.2491e-15     9.875863e-01        7.766080e-06        1.240590e-02        7.772555e-11        7.766081e-11        
1.2509e-15     9.875693e-01        7.787521e-06        1.242293e-02        7.794023e-11        7.787522e-11        
1.2526e-15     9.875522e-01        7.809022e-06        1.243999e-02        7.815550e-11        7.809022e-11        
1.2543e-15     9.875351e-01        7.830581e-06        1.245707e-02        7.837137e-11        7.830581e-11        
1.2561e-15     9.875180e-01        7.852200e-06        1.247418e-02        7.858783e-11        7.852200e-11        
1.2578e-15     9.875008e-01        7.873879e-06        1.249131e-02        7.880489e-11        7.873879e-11        
1.2595e-15     9.874836e-01        7.895617e-06        1.250846e-02        7.902255e-11        7.895617e-11        
1.2613e-15     9.874664e-01        7.917415e-06        1.252563e-02        7.924080e-11        7.917415e-11        
1.2630e-15     9.874492e-01        7.939274e-06        1.254283e-02        7.945967e-11        7.939274e-11        
1.2648e-15     9.874320e-01        7.961192e-06        1.256005e-02        7.967913e-11        7.961192e-11        
1.2665e-15     9.874147e-01        7.983171e-06        1.257730e-02        7.989920e-11        7.983172e-11        
1.2683e-15     9.873974e-01        8.005211e-06        1.259457e-02        8.011988e-11        8.005211e-11        
1.2700e-15     9.873801e-01        8.027312e-06        1.261186e-02        8.034116e-11        8.027312e-11        
1.2718e-15     9.873628e-01        8.049473e-06        1.262918e-02        8.056306e-11        8.049473e-11        
1.2735e-15     9.873454e-01        8.071696e-06        1.264652e-02        8.078557e-11        8.071696e-11        
1.2753e-15     9.873280e-01        8.093979e-06        1.266388e-02        8.100869e-11        8.093980e-11        
1.2771e-15     9.873106e-01        8.116325e-06        1.268127e-02        8.123243e-11        8.116325e-11        
1.2788e-15     9.872932e-01        8.138732e-06        1.269868e-02        8.145679e-11        8.138732e-11        
1.2806e-15     9.872757e-01        8.161200e-06        1.271611e-02        8.168176e-11        8.161200e-11        
1.2824e-15     9.872582e-01        8.183731e-06        1.273357e-02        8.190736e-11        8.183731e-11        
1.2841e-15     9.872407e-01        8.206324e-06        1.275105e-02        8.213358e-11        8.206324e-11        
1.2859e-15     9.872232e-01        8.228979e-06        1.276856e-02        8.236042e-11        8.228979e-11        
1.2877e-15     9.872057e-01        8.251696e-06        1.278609e-02        8.258789e-11        8.251696e-11        
1.2895e-15     9.871881e-01        8.274477e-06        1.280364e-02        8.281598e-11        8.274477e-11        
1.2913e-15     9.871705e-01        8.297320e-06        1.282122e-02        8.304471e-11        8.297320e-11        
1.2930e-15     9.871529e-01        8.320225e-06        1.283882e-02        8.327406e-11        8.320226e-11        
1.2948e-15     9.871352e-01        8.343195e-06        1.285644e-02        8.350405e-11        8.343195e-11        
1.2966e-15     9.871175e-01        8.366227e-06        1.287409e-02        8.373468e-11        8.366227e-11        
1.2984e-15     9.870998e-01        8.389323e-06        1.289177e-02        8.396594e-11        8.389323e-11        
1.3002e-15     9.870821e-01        8.412483e-06        1.290946e-02        8.419784e-11        8.412483e-11        
1.3020e-15     9.870644e-01        8.435706e-06        1.292718e-02        8.443037e-11        8.435706e-11        
1.3038e-15     9.870466e-01        8.458994e-06        1.294493e-02        8.466355e-11        8.458994e-11        
1.3056e-15     9.870288e-01        8.482346e-06        1.296270e-02        8.489738e-11        8.482346e-11        
1.3074e-15     9.870110e-01        8.505762e-06        1.298049e-02        8.513184e-11        8.505762e-11        
1.3092e-15     9.869932e-01        8.529242e-06        1.299831e-02        8.536696e-11        8.529243e-11        
1.3110e-15     9.869753e-01        8.552788e-06        1.301616e-02        8.560272e-11        8.552788e-11        
1.3128e-15     9.869574e-01        8.576398e-06        1.303402e-02        8.583914e-11        8.576398e-11        
1.3147e-15     9.869395e-01        8.600074e-06        1.305191e-02        8.607620e-11        8.600074e-11        
1.3165e-15     9.869215e-01        8.623814e-06        1.306983e-02        8.631392e-11        8.623815e-11        
1.3183e-15     9.869036e-01        8.647621e-06        1.308777e-02        8.655230e-11        8.647621e-11        
1.3201e-15     9.868856e-01        8.671493e-06        1.310573e-02        8.679134e-11        8.671493e-11        
1.3219e-15     9.868676e-01        8.695430e-06        1.312372e-02        8.703103e-11        8.695430e-11        
1.3238e-15     9.868495e-01        8.719434e-06        1.314174e-02        8.727138e-11        8.719434e-11        
1.3256e-15     9.868315e-01        8.743504e-06        1.315977e-02        8.751240e-11        8.743504e-11        
1.3274e-15     9.868134e-01        8.767640e-06        1.317784e-02        8.775409e-11        8.767640e-11        
1.3293e-15     9.867953e-01        8.791843e-06        1.319592e-02        8.799643e-11        8.791843e-11        
1.3311e-15     9.867771e-01        8.816112e-06        1.321404e-02        8.823945e-11        8.816112e-11        
1.3329e-15     9.867590e-01        8.840449e-06        1.323217e-02        8.848314e-11        8.840449e-11        
1.3348e-15     9.867408e-01        8.864852e-06        1.325033e-02        8.872750e-11        8.864852e-11        
1.3366e-15     9.867226e-01        8.889323e-06        1.326852e-02        8.897254e-11        8.889323e-11        
1.3385e-15     9.867044e-01        8.913861e-06        1.328673e-02        8.921825e-11        8.913861e-11        
1.3403e-15     9.866861e-01        8.938467e-06        1.330497e-02        8.946464e-11        8.938467e-11        
1.3422e-15     9.866678e-01        8.963141e-06        1.332323e-02        8.971171e-11        8.963141e-11        
1.3440e-15     9.866495e-01        8.987883e-06        1.334151e-02        8.995946e-11        8.987883e-11        
1.3459e-15     9.866312e-01        9.012692e-06        1.335982e-02        9.020789e-11        9.012693e-11        
1.3478e-15     9.866128e-01        9.037571e-06        1.337816e-02        9.045701e-11        9.037571e-11        
1.3496e-15     9.865944e-01        9.062518e-06        1.339652e-02        9.070682e-11        9.062518e-11        
1.3515e-15     9.865760e-01        9.087534e-06        1.341490e-02        9.095732e-11        9.087534e-11        
1.3534e-15     9.865576e-01        9.112618e-06        1.343331e-02        9.120850e-11        9.112618e-11        
1.3552e-15     9.865391e-01        9.137772e-06        1.345175e-02        9.146038e-11        9.137772e-11        
1.3571e-15     9.865206e-01        9.162995e-06        1.347021e-02        9.171296e-11        9.162995e-11        
1.3590e-15     9.865021e-01        9.188288e-06        1.348869e-02        9.196623e-11        9.188288e-11        
1.3609e-15     9.864836e-01        9.213651e-06        1.350721e-02        9.222020e-11        9.213651e-11        
1.3627e-15     9.864650e-01        9.239083e-06        1.352574e-02        9.247487e-11        9.239083e-11        
1.3646e-15     9.864464e-01        9.264585e-06        1.354430e-02        9.273025e-11        9.264586e-11        
1.3665e-15     9.864278e-01        9.290158e-06        1.356289e-02        9.298632e-11        9.290158e-11        
1.3684e-15     9.864092e-01        9.315802e-06        1.358150e-02        9.324311e-11        9.315802e-11        
1.3703e-15     9.863905e-01        9.341516e-06        1.360014e-02        9.350060e-11        9.341516e-11        
1.3722e-15     9.863718e-01        9.367300e-06        1.361880e-02        9.375881e-11        9.367301e-11        
1.3741e-15     9.863531e-01        9.393156e-06        1.363749e-02        9.401772e-11        9.393157e-11        
1.3760e-15     9.863344e-01        9.419084e-06        1.365620e-02        9.427735e-11        9.419084e-11        
1.3779e-15     9.863156e-01        9.445082e-06        1.367494e-02        9.453770e-11        9.445083e-11        
1.3798e-15     9.862968e-01        9.471153e-06        1.369370e-02        9.479876e-11        9.471153e-11        
1.3817e-15     9.862780e-01        9.497295e-06        1.371249e-02        9.506055e-11        9.497295e-11        
1.3836e-15     9.862592e-01        9.523509e-06        1.373131e-02        9.532305e-11        9.523510e-11        
1.3855e-15     9.862403e-01        9.549796e-06        1.375015e-02        9.558628e-11        9.549796e-11        
1.3874e-15     9.862214e-01        9.576155e-06        1.376902e-02        9.585024e-11        9.576155e-11        
1.3894e-15     9.862025e-01        9.602587e-06        1.378791e-02        9.611493e-11        9.602587e-11        
1.3913e-15     9.861835e-01        9.629091e-06        1.380683e-02        9.638034e-11        9.629092e-11        
1.3932e-15     9.861646e-01        9.655669e-06        1.382577e-02        9.664649e-11        9.655669e-11        
1.3951e-15     9.861456e-01        9.682320e-06        1.384474e-02        9.691337e-11        9.682320e-11        
1.3971e-15     9.861266e-01        9.709044e-06        1.386374e-02        9.718099e-11        9.709045e-11        
1.3990e-15     9.861075e-01        9.735842e-06        1.388276e-02        9.744934e-11        9.735843e-11        
1.4009e-15     9.860884e-01        9.762714e-06        1.390181e-02        9.771844e-11        9.762715e-11        
1.4029e-15     9.860693e-01        9.789660e-06        1.392088e-02        9.798828e-11        9.789661e-11        
1.4048e-15     9.860502e-01        9.816681e-06        1.393998e-02        9.825886e-11        9.816681e-11        
1.4067e-15     9.860311e-01        9.843775e-06        1.395910e-02        9.853019e-11        9.843776e-11        
1.4087e-15     9.860119e-01        9.870945e-06        1.397826e-02        9.880227e-11        9.870945e-11        
1.4106e-15     9.859927e-01        9.898189e-06        1.399743e-02        9.907510e-11        9.898189e-11        
1.4126e-15     9.859734e-01        9.925509e-06        1.401664e-02        9.934868e-11        9.925509e-11        
1.4145e-15     9.859542e-01        9.952903e-06        1.403587e-02        9.962301e-11        9.952903e-11        
1.4165e-15     9.859349e-01        9.980374e-06        1.405512e-02        9.989811e-11        9.980374e-11        
1.4185e-15     9.859156e-01        1.000792e-05        1.407440e-02        1.001740e-10        1.000792e-10        
1.4204e-15     9.858963e-01        1.003554e-05        1.409371e-02        1.004506e-10        1.003554e-10        
1.4224e-15     9.858769e-01        1.006324e-05        1.411305e-02        1.007279e-10        1.006324e-10        
1.4243e-15     9.858575e-01        1.009101e-05        1.413241e-02        1.010061e-10        1.009101e-10        
1.4263e-15     9.858381e-01        1.011886e-05        1.415179e-02        1.012850e-10        1.011886e-10        
1.4283e-15     9.858186e-01        1.014679e-05        1.417121e-02        1.015647e-10        1.014679e-10        
1.4303e-15     9.857992e-01        1.017480e-05        1.419065e-02        1.018451e-10        1.017480e-10        
1.4322e-15     9.857797e-01        1.020288e-05        1.421011e-02        1.021263e-10        1.020288e-10        
1.4342e-15     9.857602e-01        1.023104e-05        1.422961e-02        1.024083e-10        1.023104e-10        
1.4362e-15     9.857406e-01        1.025928e-05        1.424913e-02        1.026911e-10        1.025928e-10        
1.4382e-15     9.857210e-01        1.028759e-05        1.426867e-02        1.029747e-10        1.028759e-10        
1.4402e-15     9.857014e-01        1.031598e-05        1.428824e-02        1.032590e-10        1.031598e-10        
1.4422e-15     9.856818e-01        1.034445e-05        1.430784e-02        1.035441e-10        1.034445e-10        
1.4442e-15     9.856622e-01        1.037300e-05        1.432747e-02        1.038300e-10        1.037300e-10        
1.4462e-15     9.856425e-01        1.040163e-05        1.434712e-02        1.041167e-10        1.040163e-10        
1.4482e-15     9.856228e-01        1.043034e-05        1.436680e-02        1.044042e-10        1.043034e-10        
1.4502e-15     9.856030e-01        1.045912e-05        1.438651e-02        1.046925e-10        1.045912e-10        
1.4522e-15     9.855833e-01        1.048799e-05        1.440624e-02        1.049816e-10        1.048799e-10        
1.4542e-15     9.855635e-01        1.051694e-05        1.442600e-02        1.052714e-10        1.051694e-10        
1.4562e-15     9.855437e-01        1.054596e-05        1.444579e-02        1.055621e-10        1.054596e-10        
1.4582e-15     9.855238e-01        1.057506e-05        1.446560e-02        1.058536e-10        1.057507e-10        
1.4602e-15     9.855040e-01        1.060425e-05        1.448544e-02        1.061459e-10        1.060425e-10        
1.4622e-15     9.854841e-01        1.063352e-05        1.450531e-02        1.064390e-10        1.063352e-10        
1.4643e-15     9.854641e-01        1.066286e-05        1.452520e-02        1.067328e-10        1.066286e-10        
1.4663e-15     9.854442e-01        1.069229e-05        1.454512e-02        1.070275e-10        1.069229e-10        
1.4683e-15     9.854242e-01        1.072180e-05        1.456507e-02        1.073231e-10        1.072180e-10        
1.4703e-15     9.854042e-01        1.075139e-05        1.458505e-02        1.076194e-10        1.075139e-10        
1.4724e-15     9.853842e-01        1.078106e-05        1.460505e-02        1.079165e-10        1.078106e-10        
1.4744e-15     9.853641e-01        1.081081e-05        1.462508e-02        1.082145e-10        1.081081e-10        
1.4764e-15     9.853440e-01        1.084065e-05        1.464514e-02        1.085133e-10        1.084065e-10        
1.4785e-15     9.853239e-01        1.087056e-05        1.466522e-02        1.088129e-10        1.087056e-10        
