Excitation Kinetics:
Time (s)       S0                  S1                  S2                  T1                  T2                  
1.3029e-12     3.524690e-06        6.980402e-01        3.019323e-01        1.707718e-05        6.980536e-06        
1.3047e-12     3.486698e-06        6.985835e-01        3.013889e-01        1.710777e-05        6.985970e-06        
1.3065e-12     3.449352e-06        6.991267e-01        3.008457e-01        1.713842e-05        6.991402e-06        
1.3083e-12     3.412642e-06        6.996696e-01        3.003028e-01        1.716912e-05        6.996831e-06        
1.3101e-12     3.376560e-06        7.002123e-01        2.997601e-01        1.719987e-05        7.002259e-06        
1.3119e-12     3.341096e-06        7.007547e-01        2.992177e-01        1.723067e-05        7.007683e-06        
1.3137e-12     3.306240e-06        7.012970e-01        2.986755e-01        1.726153e-05        7.013106e-06        
1.3156e-12     3.271983e-06        7.018389e-01        2.981335e-01        1.729244e-05        7.018526e-06        
1.3174e-12     3.238317e-06        7.023807e-01        2.975917e-01        1.732340e-05        7.023944e-06        
1.3192e-12     3.205231e-06        7.029222e-01        2.970502e-01        1.735441e-05        7.029359e-06        
1.3210e-12     3.172718e-06        7.034635e-01        2.965089e-01        1.738547e-05        7.034772e-06        
1.3229e-12     3.140768e-06        7.040045e-01        2.959679e-01        1.741659e-05        7.040183e-06        
1.3247e-12     3.109373e-06        7.045453e-01        2.954271e-01        1.744776e-05        7.045591e-06        
1.3265e-12     3.078525e-06        7.050858e-01        2.948865e-01        1.747899e-05        7.050996e-06        
1.3283e-12     3.048214e-06        7.056262e-01        2.943462e-01        1.751027e-05        7.056400e-06        
1.3302e-12     3.018433e-06        7.061662e-01        2.938062e-01        1.754160e-05        7.061801e-06        
1.3320e-12     2.989174e-06        7.067060e-01        2.932663e-01        1.757298e-05        7.067199e-06        
1.3339e-12     2.960428e-06        7.072456e-01        2.927268e-01        1.760442e-05        7.072595e-06        
1.3357e-12     2.932189e-06        7.077849e-01        2.921875e-01        1.763591e-05        7.077988e-06        
1.3376e-12     2.904447e-06        7.083240e-01        2.916484e-01        1.766745e-05        7.083379e-06        
1.3394e-12     2.877194e-06        7.088628e-01        2.911096e-01        1.769905e-05        7.088768e-06        
1.3413e-12     2.850425e-06        7.094013e-01        2.905710e-01        1.773070e-05        7.094154e-06        
1.3431e-12     2.824130e-06        7.099396e-01        2.900327e-01        1.776241e-05        7.099537e-06        
1.3450e-12     2.798303e-06        7.104777e-01        2.894946e-01        1.779417e-05        7.104918e-06        
1.3468e-12     2.772936e-06        7.110155e-01        2.889568e-01        1.782598e-05        7.110296e-06        
1.3487e-12     2.748023e-06        7.115530e-01        2.884192e-01        1.785785e-05        7.115671e-06        
1.3506e-12     2.723555e-06        7.120903e-01        2.878820e-01        1.788977e-05        7.121045e-06        
1.3524e-12     2.699526e-06        7.126273e-01        2.873449e-01        1.792174e-05        7.126415e-06        
1.3543e-12     2.675930e-06        7.131641e-01        2.868081e-01        1.795377e-05        7.131783e-06        
1.3562e-12     2.652759e-06        7.137006e-01        2.862716e-01        1.798586e-05        7.137148e-06        
1.3580e-12     2.630006e-06        7.142368e-01        2.857354e-01        1.801800e-05        7.142511e-06        
1.3599e-12     2.607665e-06        7.147728e-01        2.851994e-01        1.805019e-05        7.147871e-06        
1.3618e-12     2.585730e-06        7.153085e-01        2.846637e-01        1.808244e-05        7.153228e-06        
1.3637e-12     2.564194e-06        7.158439e-01        2.841283e-01        1.811474e-05        7.158582e-06        
1.3656e-12     2.543051e-06        7.163791e-01        2.835931e-01        1.814710e-05        7.163934e-06        
1.3675e-12     2.522295e-06        7.169140e-01        2.830582e-01        1.817951e-05        7.169283e-06        
1.3693e-12     2.501918e-06        7.174486e-01        2.825235e-01        1.821197e-05        7.174630e-06        
1.3712e-12     2.481916e-06        7.179829e-01        2.819892e-01        1.824450e-05        7.179974e-06        
1.3731e-12     2.462282e-06        7.185170e-01        2.814551e-01        1.827707e-05        7.185315e-06        
1.3750e-12     2.443011e-06        7.190508e-01        2.809213e-01        1.830970e-05        7.190653e-06        
1.3769e-12     2.424097e-06        7.195843e-01        2.803877e-01        1.834239e-05        7.195988e-06        
1.3788e-12     2.405533e-06        7.201176e-01        2.798545e-01        1.837513e-05        7.201321e-06        
1.3807e-12     2.387315e-06        7.206505e-01        2.793215e-01        1.840793e-05        7.206651e-06        
1.3827e-12     2.369436e-06        7.211832e-01        2.787888e-01        1.844079e-05        7.211978e-06        
1.3846e-12     2.351891e-06        7.217156e-01        2.782563e-01        1.847369e-05        7.217302e-06        
1.3865e-12     2.334675e-06        7.222477e-01        2.777242e-01        1.850666e-05        7.222624e-06        
1.3884e-12     2.317783e-06        7.227796e-01        2.771923e-01        1.853968e-05        7.227942e-06        
1.3903e-12     2.301210e-06        7.233111e-01        2.766608e-01        1.857276e-05        7.233258e-06        
1.3922e-12     2.284949e-06        7.238424e-01        2.761295e-01        1.860589e-05        7.238571e-06        
1.3942e-12     2.268996e-06        7.243734e-01        2.755985e-01        1.863908e-05        7.243881e-06        
1.3961e-12     2.253346e-06        7.249040e-01        2.750678e-01        1.867232e-05        7.249188e-06        
1.3980e-12     2.237994e-06        7.254344e-01        2.745374e-01        1.870562e-05        7.254493e-06        
1.4000e-12     2.222936e-06        7.259645e-01        2.740072e-01        1.873898e-05        7.259794e-06        
1.4019e-12     2.208165e-06        7.264944e-01        2.734774e-01        1.877239e-05        7.265092e-06        
1.4038e-12     2.193679e-06        7.270239e-01        2.729479e-01        1.880586e-05        7.270388e-06        
1.4058e-12     2.179471e-06        7.275531e-01        2.724186e-01        1.883939e-05        7.275680e-06        
1.4077e-12     2.165538e-06        7.280820e-01        2.718897e-01        1.887297e-05        7.280970e-06        
1.4097e-12     2.151875e-06        7.286106e-01        2.713610e-01        1.890661e-05        7.286256e-06        
1.4116e-12     2.138477e-06        7.291390e-01        2.708327e-01        1.894031e-05        7.291540e-06        
1.4136e-12     2.125340e-06        7.296670e-01        2.703046e-01        1.897406e-05        7.296820e-06        
1.4155e-12     2.112460e-06        7.301947e-01        2.697769e-01        1.900787e-05        7.302098e-06        
1.4175e-12     2.099832e-06        7.307221e-01        2.692494e-01        1.904174e-05        7.307372e-06        
1.4194e-12     2.087453e-06        7.312493e-01        2.687223e-01        1.907566e-05        7.312644e-06        
1.4214e-12     2.075317e-06        7.317761e-01        2.681954e-01        1.910965e-05        7.317912e-06        
1.4234e-12     2.063422e-06        7.323026e-01        2.676689e-01        1.914368e-05        7.323177e-06        
1.4253e-12     2.051763e-06        7.328288e-01        2.671427e-01        1.917778e-05        7.328440e-06        
1.4273e-12     2.040336e-06        7.333547e-01        2.666168e-01        1.921194e-05        7.333699e-06        
1.4293e-12     2.029137e-06        7.338802e-01        2.660911e-01        1.924615e-05        7.338955e-06        
1.4313e-12     2.018162e-06        7.344055e-01        2.655658e-01        1.928042e-05        7.344208e-06        
1.4332e-12     2.007408e-06        7.349305e-01        2.650409e-01        1.931474e-05        7.349458e-06        
1.4352e-12     1.996871e-06        7.354551e-01        2.645162e-01        1.934913e-05        7.354704e-06        
1.4372e-12     1.986547e-06        7.359794e-01        2.639918e-01        1.938357e-05        7.359948e-06        
1.4392e-12     1.976433e-06        7.365034e-01        2.634678e-01        1.941807e-05        7.365188e-06        
1.4412e-12     1.966525e-06        7.370271e-01        2.629441e-01        1.945263e-05        7.370425e-06        
1.4432e-12     1.956819e-06        7.375505e-01        2.624207e-01        1.948725e-05        7.375659e-06        
1.4452e-12     1.947313e-06        7.380735e-01        2.618976e-01        1.952193e-05        7.380890e-06        
1.4472e-12     1.938002e-06        7.385963e-01        2.613749e-01        1.955666e-05        7.386118e-06        
1.4492e-12     1.928884e-06        7.391187e-01        2.608524e-01        1.959145e-05        7.391342e-06        
1.4512e-12     1.919955e-06        7.396407e-01        2.603303e-01        1.962630e-05        7.396563e-06        
1.4532e-12     1.911211e-06        7.401625e-01        2.598085e-01        1.966121e-05        7.401781e-06        
1.4552e-12     1.902650e-06        7.406839e-01        2.592871e-01        1.969618e-05        7.406995e-06        
1.4572e-12     1.894269e-06        7.412050e-01        2.587659e-01        1.973121e-05        7.412207e-06        
1.4592e-12     1.886065e-06        7.417258e-01        2.582451e-01        1.976630e-05        7.417415e-06        
1.4612e-12     1.878033e-06        7.422462e-01        2.577247e-01        1.980144e-05        7.422619e-06        
1.4632e-12     1.870173e-06        7.427664e-01        2.572045e-01        1.983665e-05        7.427821e-06        
1.4653e-12     1.862480e-06        7.432861e-01        2.566847e-01        1.987191e-05        7.433019e-06        
1.4673e-12     1.854951e-06        7.438056e-01        2.561652e-01        1.990723e-05        7.438213e-06        
1.4693e-12     1.847584e-06        7.443247e-01        2.556461e-01        1.994261e-05        7.443405e-06        
1.4714e-12     1.840376e-06        7.448434e-01        2.551273e-01        1.997806e-05        7.448593e-06        
1.4734e-12     1.833324e-06        7.453619e-01        2.546088e-01        2.001356e-05        7.453777e-06        
1.4754e-12     1.826426e-06        7.458800e-01        2.540907e-01        2.004912e-05        7.458959e-06        
1.4775e-12     1.819679e-06        7.463977e-01        2.535729e-01        2.008474e-05        7.464136e-06        
1.4795e-12     1.813080e-06        7.469151e-01        2.530555e-01        2.012042e-05        7.469311e-06        
1.4816e-12     1.806626e-06        7.474322e-01        2.525384e-01        2.015616e-05        7.474482e-06        
1.4836e-12     1.800315e-06        7.479489e-01        2.520216e-01        2.019196e-05        7.479649e-06        
1.4857e-12     1.794144e-06        7.484653e-01        2.515052e-01        2.022782e-05        7.484813e-06        
1.4877e-12     1.788112e-06        7.489813e-01        2.509891e-01        2.026374e-05        7.489974e-06        
1.4898e-12     1.782215e-06        7.494970e-01        2.504734e-01        2.029972e-05        7.495131e-06        
1.4918e-12     1.776452e-06        7.500124e-01        2.499580e-01        2.033576e-05        7.500285e-06        
1.4939e-12     1.770819e-06        7.505273e-01        2.494430e-01        2.037187e-05        7.505435e-06        
1.4960e-12     1.765315e-06        7.510420e-01        2.489283e-01        2.040803e-05        7.510581e-06        
1.4980e-12     1.759937e-06        7.515563e-01        2.484140e-01        2.044425e-05        7.515725e-06        
1.5001e-12     1.754682e-06        7.520702e-01        2.479001e-01        2.048054e-05        7.520864e-06        
1.5022e-12     1.749550e-06        7.525838e-01        2.473865e-01        2.051688e-05        7.526000e-06        
1.5042e-12     1.744537e-06        7.530970e-01        2.468732e-01        2.055329e-05        7.531133e-06        
1.5063e-12     1.739642e-06        7.536098e-01        2.463603e-01        2.058975e-05        7.536261e-06        
1.5084e-12     1.734862e-06        7.541223e-01        2.458478e-01        2.062628e-05        7.541387e-06        
1.5105e-12     1.730195e-06        7.546345e-01        2.453356e-01        2.066287e-05        7.546508e-06        
1.5126e-12     1.725640e-06        7.551462e-01        2.448238e-01        2.069952e-05        7.551626e-06        
1.5147e-12     1.721193e-06        7.556577e-01        2.443123e-01        2.073623e-05        7.556741e-06        
1.5168e-12     1.716854e-06        7.561687e-01        2.438012e-01        2.077300e-05        7.561852e-06        
1.5189e-12     1.712621e-06        7.566794e-01        2.432905e-01        2.080984e-05        7.566959e-06        
1.5210e-12     1.708490e-06        7.571897e-01        2.427801e-01        2.084673e-05        7.572062e-06        
1.5231e-12     1.704462e-06        7.576997e-01        2.422702e-01        2.088369e-05        7.577162e-06        
1.5252e-12     1.700533e-06        7.582093e-01        2.417605e-01        2.092071e-05        7.582258e-06        
1.5273e-12     1.696701e-06        7.587185e-01        2.412513e-01        2.095779e-05        7.587351e-06        
1.5294e-12     1.692966e-06        7.592273e-01        2.407424e-01        2.099494e-05        7.592440e-06        
1.5315e-12     1.689325e-06        7.597358e-01        2.402339e-01        2.103214e-05        7.597525e-06        
1.5336e-12     1.685777e-06        7.602439e-01        2.397257e-01        2.106941e-05        7.602606e-06        
1.5357e-12     1.682320e-06        7.607516e-01        2.392180e-01        2.110674e-05        7.607683e-06        
1.5379e-12     1.678952e-06        7.612590e-01        2.387106e-01        2.114413e-05        7.612757e-06        
1.5400e-12     1.675672e-06        7.617659e-01        2.382036e-01        2.118159e-05        7.617827e-06        
1.5421e-12     1.672477e-06        7.622725e-01        2.376969e-01        2.121911e-05        7.622893e-06        
1.5443e-12     1.669367e-06        7.627787e-01        2.371907e-01        2.125669e-05        7.627956e-06        
1.5464e-12     1.666339e-06        7.632846e-01        2.366848e-01        2.129433e-05        7.633014e-06        
1.5485e-12     1.663393e-06        7.637900e-01        2.361793e-01        2.133204e-05        7.638069e-06        
1.5507e-12     1.660527e-06        7.642951e-01        2.356742e-01        2.136980e-05        7.643120e-06        
1.5528e-12     1.657739e-06        7.647998e-01        2.351695e-01        2.140764e-05        7.648167e-06        
1.5550e-12     1.655028e-06        7.653041e-01        2.346652e-01        2.144553e-05        7.653211e-06        
1.5571e-12     1.652393e-06        7.658080e-01        2.341612e-01        2.148349e-05        7.658250e-06        
1.5593e-12     1.649831e-06        7.663115e-01        2.336576e-01        2.152151e-05        7.663286e-06        
1.5614e-12     1.647342e-06        7.668147e-01        2.331545e-01        2.155960e-05        7.668317e-06        
1.5636e-12     1.644924e-06        7.673174e-01        2.326517e-01        2.159775e-05        7.673345e-06        
1.5657e-12     1.642576e-06        7.678198e-01        2.321493e-01        2.163596e-05        7.678369e-06        
1.5679e-12     1.640297e-06        7.683217e-01        2.316473e-01        2.167423e-05        7.683389e-06        
1.5701e-12     1.638085e-06        7.688233e-01        2.311457e-01        2.171257e-05        7.688405e-06        
1.5722e-12     1.635939e-06        7.693245e-01        2.306445e-01        2.175098e-05        7.693417e-06        
1.5744e-12     1.633857e-06        7.698252e-01        2.301436e-01        2.178944e-05        7.698425e-06        
1.5766e-12     1.631840e-06        7.703256e-01        2.296432e-01        2.182798e-05        7.703429e-06        
1.5788e-12     1.629884e-06        7.708256e-01        2.291432e-01        2.186657e-05        7.708429e-06        
1.5810e-12     1.627990e-06        7.713252e-01        2.286436e-01        2.190523e-05        7.713425e-06        
1.5831e-12     1.626155e-06        7.718243e-01        2.281444e-01        2.194396e-05        7.718417e-06        
1.5853e-12     1.624380e-06        7.723231e-01        2.276455e-01        2.198275e-05        7.723405e-06        
1.5875e-12     1.622662e-06        7.728215e-01        2.271471e-01        2.202160e-05        7.728389e-06        
1.5897e-12     1.621001e-06        7.733195e-01        2.266491e-01        2.206052e-05        7.733369e-06        
1.5919e-12     1.619395e-06        7.738170e-01        2.261515e-01        2.209950e-05        7.738345e-06        
1.5941e-12     1.617844e-06        7.743142e-01        2.256543e-01        2.213855e-05        7.743317e-06        
1.5963e-12     1.616346e-06        7.748109e-01        2.251575e-01        2.217766e-05        7.748285e-06        
1.5985e-12     1.614900e-06        7.753073e-01        2.246611e-01        2.221684e-05        7.753248e-06        
1.6007e-12     1.613505e-06        7.758032e-01        2.241652e-01        2.225608e-05        7.758208e-06        
1.6030e-12     1.612161e-06        7.762987e-01        2.236696e-01        2.229539e-05        7.763163e-06        
1.6052e-12     1.610867e-06        7.767938e-01        2.231745e-01        2.233476e-05        7.768115e-06        
1.6074e-12     1.609620e-06        7.772885e-01        2.226797e-01        2.237420e-05        7.773062e-06        
1.6096e-12     1.608422e-06        7.777828e-01        2.221854e-01        2.241371e-05        7.778005e-06        
1.6118e-12     1.607269e-06        7.782766e-01        2.216915e-01        2.245328e-05        7.782944e-06        
1.6141e-12     1.606162e-06        7.787701e-01        2.211980e-01        2.249291e-05        7.787878e-06        
1.6163e-12     1.605100e-06        7.792631e-01        2.207050e-01        2.253261e-05        7.792809e-06        
1.6185e-12     1.604082e-06        7.797557e-01        2.202123e-01        2.257238e-05        7.797735e-06        
1.6208e-12     1.603106e-06        7.802479e-01        2.197201e-01        2.261222e-05        7.802657e-06        
1.6230e-12     1.602173e-06        7.807397e-01        2.192283e-01        2.265212e-05        7.807575e-06        
1.6253e-12     1.601281e-06        7.812310e-01        2.187369e-01        2.269208e-05        7.812489e-06        
1.6275e-12     1.600429e-06        7.817219e-01        2.182460e-01        2.273211e-05        7.817398e-06        
1.6298e-12     1.599617e-06        7.822124e-01        2.177554e-01        2.277221e-05        7.822304e-06        
1.6320e-12     1.598844e-06        7.827024e-01        2.172653e-01        2.281238e-05        7.827204e-06        
1.6343e-12     1.598109e-06        7.831921e-01        2.167756e-01        2.285261e-05        7.832101e-06        
1.6365e-12     1.597411e-06        7.836813e-01        2.162864e-01        2.289291e-05        7.836993e-06        
1.6388e-12     1.596750e-06        7.841701e-01        2.157976e-01        2.293327e-05        7.841881e-06        
1.6410e-12     1.596124e-06        7.846584e-01        2.153092e-01        2.297370e-05        7.846765e-06        
1.6433e-12     1.595534e-06        7.851463e-01        2.148212e-01        2.301420e-05        7.851645e-06        
1.6456e-12     1.594978e-06        7.856338e-01        2.143337e-01        2.305477e-05        7.856520e-06        
1.6479e-12     1.594455e-06        7.861208e-01        2.138466e-01        2.309540e-05        7.861390e-06        
1.6501e-12     1.593966e-06        7.866074e-01        2.133600e-01        2.313610e-05        7.866257e-06        
1.6524e-12     1.593509e-06        7.870936e-01        2.128738e-01        2.317687e-05        7.871119e-06        
1.6547e-12     1.593084e-06        7.875793e-01        2.123880e-01        2.321770e-05        7.875976e-06        
1.6570e-12     1.592689e-06        7.880646e-01        2.119027e-01        2.325861e-05        7.880829e-06        
1.6593e-12     1.592325e-06        7.885495e-01        2.114178e-01        2.329958e-05        7.885678e-06        
1.6616e-12     1.591991e-06        7.890339e-01        2.109333e-01        2.334062e-05        7.890523e-06        
1.6639e-12     1.591686e-06        7.895178e-01        2.104493e-01        2.338172e-05        7.895362e-06        
1.6662e-12     1.591409e-06        7.900014e-01        2.099657e-01        2.342290e-05        7.900198e-06        
1.6685e-12     1.591160e-06        7.904844e-01        2.094826e-01        2.346414e-05        7.905029e-06        
1.6708e-12     1.590939e-06        7.909671e-01        2.089999e-01        2.350545e-05        7.909856e-06        
1.6731e-12     1.590744e-06        7.914492e-01        2.085177e-01        2.354683e-05        7.914678e-06        
1.6754e-12     1.590576e-06        7.919310e-01        2.080359e-01        2.358827e-05        7.919495e-06        
1.6777e-12     1.590433e-06        7.924123e-01        2.075546e-01        2.362979e-05        7.924309e-06        
1.6801e-12     1.590316e-06        7.928931e-01        2.070737e-01        2.367137e-05        7.929117e-06        
1.6824e-12     1.590223e-06        7.933735e-01        2.065933e-01        2.371303e-05        7.933921e-06        
1.6847e-12     1.590154e-06        7.938534e-01        2.061133e-01        2.375475e-05        7.938721e-06        
1.6870e-12     1.590109e-06        7.943329e-01        2.056338e-01        2.379654e-05        7.943516e-06        
1.6894e-12     1.590086e-06        7.948119e-01        2.051547e-01        2.383840e-05        7.948306e-06        
1.6917e-12     1.590087e-06        7.952905e-01        2.046761e-01        2.388032e-05        7.953092e-06        
1.6940e-12     1.590109e-06        7.957686e-01        2.041980e-01        2.392232e-05        7.957874e-06        
1.6964e-12     1.590154e-06        7.962462e-01        2.037203e-01        2.396439e-05        7.962651e-06        
1.6987e-12     1.590219e-06        7.967234e-01        2.032430e-01        2.400652e-05        7.967423e-06        
1.7011e-12     1.590305e-06        7.972001e-01        2.027663e-01        2.404873e-05        7.972190e-06        
1.7034e-12     1.590411e-06        7.976764e-01        2.022899e-01        2.409101e-05        7.976953e-06        
1.7058e-12     1.590538e-06        7.981522e-01        2.018141e-01        2.413335e-05        7.981712e-06        
1.7081e-12     1.590683e-06        7.986275e-01        2.013387e-01        2.417576e-05        7.986465e-06        
1.7105e-12     1.590848e-06        7.991024e-01        2.008638e-01        2.421825e-05        7.991214e-06        
1.7129e-12     1.591031e-06        7.995768e-01        2.003893e-01        2.426080e-05        7.995959e-06        
1.7152e-12     1.591232e-06        8.000508e-01        1.999153e-01        2.430343e-05        8.000699e-06        
1.7176e-12     1.591451e-06        8.005242e-01        1.994418e-01        2.434612e-05        8.005434e-06        
1.7200e-12     1.591687e-06        8.009972e-01        1.989688e-01        2.438889e-05        8.010164e-06        
1.7224e-12     1.591941e-06        8.014698e-01        1.984962e-01        2.443172e-05        8.014890e-06        
1.7247e-12     1.592211e-06        8.019418e-01        1.980241e-01        2.447463e-05        8.019610e-06        
1.7271e-12     1.592497e-06        8.024134e-01        1.975524e-01        2.451760e-05        8.024327e-06        
1.7295e-12     1.592799e-06        8.028845e-01        1.970813e-01        2.456065e-05        8.029038e-06        
1.7319e-12     1.593117e-06        8.033552e-01        1.966106e-01        2.460377e-05        8.033745e-06        
1.7343e-12     1.593449e-06        8.038254e-01        1.961404e-01        2.464696e-05        8.038447e-06        
1.7367e-12     1.593797e-06        8.042950e-01        1.956706e-01        2.469022e-05        8.043144e-06        
1.7391e-12     1.594159e-06        8.047643e-01        1.952014e-01        2.473355e-05        8.047836e-06        
1.7415e-12     1.594536e-06        8.052330e-01        1.947326e-01        2.477695e-05        8.052524e-06        
1.7439e-12     1.594926e-06        8.057012e-01        1.942643e-01        2.482042e-05        8.057207e-06        
1.7463e-12     1.595330e-06        8.061690e-01        1.937965e-01        2.486397e-05        8.061885e-06        
1.7487e-12     1.595747e-06        8.066363e-01        1.933291e-01        2.490758e-05        8.066558e-06        
1.7512e-12     1.596177e-06        8.071031e-01        1.928623e-01        2.495127e-05        8.071226e-06        
1.7536e-12     1.596619e-06        8.075694e-01        1.923959e-01        2.499503e-05        8.075890e-06        
1.7560e-12     1.597074e-06        8.080352e-01        1.919300e-01        2.503886e-05        8.080548e-06        
1.7584e-12     1.597541e-06        8.085006e-01        1.914646e-01        2.508276e-05        8.085202e-06        
1.7609e-12     1.598019e-06        8.089655e-01        1.909997e-01        2.512674e-05        8.089851e-06        
1.7633e-12     1.598509e-06        8.094298e-01        1.905353e-01        2.517078e-05        8.094495e-06        
1.7657e-12     1.599011e-06        8.098937e-01        1.900714e-01        2.521490e-05        8.099134e-06        
1.7682e-12     1.599523e-06        8.103571e-01        1.896079e-01        2.525910e-05        8.103769e-06        
1.7706e-12     1.600046e-06        8.108200e-01        1.891450e-01        2.530336e-05        8.108398e-06        
1.7731e-12     1.600580e-06        8.112824e-01        1.886825e-01        2.534770e-05        8.113022e-06        
1.7755e-12     1.601123e-06        8.117443e-01        1.882206e-01        2.539211e-05        8.117642e-06        
1.7780e-12     1.601677e-06        8.122057e-01        1.877591e-01        2.543659e-05        8.122256e-06        
1.7804e-12     1.602240e-06        8.126667e-01        1.872981e-01        2.548114e-05        8.126866e-06        
1.7829e-12     1.602813e-06        8.131271e-01        1.868377e-01        2.552577e-05        8.131470e-06        
1.7854e-12     1.603395e-06        8.135870e-01        1.863777e-01        2.557047e-05        8.136070e-06        
1.7878e-12     1.603986e-06        8.140464e-01        1.859182e-01        2.561524e-05        8.140664e-06        
1.7903e-12     1.604586e-06        8.145054e-01        1.854592e-01        2.566009e-05        8.145254e-06        
1.7928e-12     1.605194e-06        8.149638e-01        1.850007e-01        2.570501e-05        8.149839e-06        
1.7953e-12     1.605811e-06        8.154217e-01        1.845428e-01        2.575001e-05        8.154418e-06        
1.7977e-12     1.606436e-06        8.158791e-01        1.840853e-01        2.579507e-05        8.158993e-06        
1.8002e-12     1.607069e-06        8.163361e-01        1.836283e-01        2.584022e-05        8.163562e-06        
1.8027e-12     1.607710e-06        8.167925e-01        1.831719e-01        2.588543e-05        8.168127e-06        
1.8052e-12     1.608358e-06        8.172484e-01        1.827159e-01        2.593072e-05        8.172686e-06        
1.8077e-12     1.609014e-06        8.177038e-01        1.822605e-01        2.597608e-05        8.177240e-06        
1.8102e-12     1.609677e-06        8.181587e-01        1.818055e-01        2.602152e-05        8.181789e-06        
1.8127e-12     1.610346e-06        8.186131e-01        1.813511e-01        2.606703e-05        8.186334e-06        
1.8152e-12     1.611023e-06        8.190669e-01        1.808972e-01        2.611262e-05        8.190873e-06        
1.8177e-12     1.611706e-06        8.195203e-01        1.804437e-01        2.615828e-05        8.195407e-06        
1.8202e-12     1.612396e-06        8.199731e-01        1.799908e-01        2.620401e-05        8.199935e-06        
1.8227e-12     1.613092e-06        8.204255e-01        1.795385e-01        2.624982e-05        8.204459e-06        
1.8253e-12     1.613794e-06        8.208773e-01        1.790866e-01        2.629570e-05        8.208978e-06        
1.8278e-12     1.614502e-06        8.213286e-01        1.786352e-01        2.634166e-05        8.213491e-06        
1.8303e-12     1.615216e-06        8.217794e-01        1.781844e-01        2.638770e-05        8.217999e-06        
1.8328e-12     1.615936e-06        8.222297e-01        1.777341e-01        2.643380e-05        8.222502e-06        
1.8354e-12     1.616661e-06        8.226794e-01        1.772843e-01        2.647999e-05        8.227000e-06        
1.8379e-12     1.617391e-06        8.231287e-01        1.768350e-01        2.652625e-05        8.231493e-06        
1.8405e-12     1.618127e-06        8.235774e-01        1.763862e-01        2.657258e-05        8.235980e-06        
1.8430e-12     1.618867e-06        8.240256e-01        1.759379e-01        2.661899e-05        8.240462e-06        
1.8456e-12     1.619613e-06        8.244732e-01        1.754902e-01        2.666548e-05        8.244939e-06        
1.8481e-12     1.620363e-06        8.249204e-01        1.750430e-01        2.671204e-05        8.249411e-06        
1.8507e-12     1.621118e-06        8.253670e-01        1.745963e-01        2.675868e-05        8.253878e-06        
1.8532e-12     1.621878e-06        8.258131e-01        1.741502e-01        2.680539e-05        8.258339e-06        
1.8558e-12     1.622642e-06        8.262587e-01        1.737046e-01        2.685218e-05        8.262795e-06        
1.8583e-12     1.623410e-06        8.267038e-01        1.732595e-01        2.689904e-05        8.267246e-06        
1.8609e-12     1.624182e-06        8.271483e-01        1.728149e-01        2.694598e-05        8.271692e-06        
1.8635e-12     1.624958e-06        8.275923e-01        1.723708e-01        2.699300e-05        8.276132e-06        
1.8661e-12     1.625739e-06        8.280357e-01        1.719273e-01        2.704009e-05        8.280567e-06        
1.8686e-12     1.626523e-06        8.284787e-01        1.714843e-01        2.708727e-05        8.284996e-06        
1.8712e-12     1.627310e-06        8.289211e-01        1.710419e-01        2.713451e-05        8.289421e-06        
1.8738e-12     1.628101e-06        8.293629e-01        1.706000e-01        2.718184e-05        8.293840e-06        
1.8764e-12     1.628896e-06        8.298043e-01        1.701586e-01        2.722924e-05        8.298253e-06        
1.8790e-12     1.629694e-06        8.302451e-01        1.697177e-01        2.727671e-05        8.302662e-06        
1.8816e-12     1.630495e-06        8.306853e-01        1.692774e-01        2.732427e-05        8.307065e-06        
1.8842e-12     1.631299e-06        8.311251e-01        1.688376e-01        2.737190e-05        8.311462e-06        
1.8868e-12     1.632106e-06        8.315643e-01        1.683984e-01        2.741961e-05        8.315855e-06        
1.8894e-12     1.632917e-06        8.320029e-01        1.679597e-01        2.746740e-05        8.320242e-06        
1.8920e-12     1.633730e-06        8.324410e-01        1.675215e-01        2.751526e-05        8.324623e-06        
1.8946e-12     1.634545e-06        8.328786e-01        1.670839e-01        2.756320e-05        8.328999e-06        
1.8973e-12     1.635364e-06        8.333157e-01        1.666468e-01        2.761122e-05        8.333370e-06        
1.8999e-12     1.636185e-06        8.337521e-01        1.662102e-01        2.765932e-05        8.337735e-06        
1.9025e-12     1.637008e-06        8.341881e-01        1.657742e-01        2.770750e-05        8.342095e-06        
1.9051e-12     1.637834e-06        8.346235e-01        1.653388e-01        2.775575e-05        8.346449e-06        
1.9078e-12     1.638662e-06        8.350584e-01        1.649038e-01        2.780408e-05        8.350798e-06        
1.9104e-12     1.639492e-06        8.354927e-01        1.644695e-01        2.785249e-05        8.355142e-06        
1.9131e-12     1.640324e-06        8.359265e-01        1.640356e-01        2.790098e-05        8.359480e-06        
1.9157e-12     1.641159e-06        8.363597e-01        1.636024e-01        2.794955e-05        8.363812e-06        
1.9184e-12     1.641995e-06        8.367924e-01        1.631696e-01        2.799819e-05        8.368139e-06        
1.9210e-12     1.642833e-06        8.372245e-01        1.627374e-01        2.804692e-05        8.372461e-06        
1.9237e-12     1.643673e-06        8.376561e-01        1.623058e-01        2.809572e-05        8.376777e-06        
1.9263e-12     1.644515e-06        8.380871e-01        1.618747e-01        2.814460e-05        8.381088e-06        
