Excitation Kinetics:
Time (s)       S0                  S1                  T1                  T2                  
2.9713e-08     3.477591e-01        3.050266e-01        3.472113e-01        3.050387e-06        
2.9747e-08     3.479679e-01        3.046104e-01        3.474186e-01        3.046225e-06        
2.9782e-08     3.481767e-01        3.041943e-01        3.476260e-01        3.042064e-06        
2.9816e-08     3.483854e-01        3.037783e-01        3.478333e-01        3.037904e-06        
2.9850e-08     3.485941e-01        3.033624e-01        3.480405e-01        3.033744e-06        
2.9885e-08     3.488027e-01        3.029465e-01        3.482477e-01        3.029586e-06        
2.9919e-08     3.490113e-01        3.025308e-01        3.484548e-01        3.025429e-06        
2.9954e-08     3.492198e-01        3.021152e-01        3.486619e-01        3.021272e-06        
2.9988e-08     3.494283e-01        3.016997e-01        3.488690e-01        3.017117e-06        
3.0023e-08     3.496368e-01        3.012842e-01        3.490760e-01        3.012962e-06        
3.0057e-08     3.498452e-01        3.008689e-01        3.492829e-01        3.008809e-06        
3.0092e-08     3.500535e-01        3.004536e-01        3.494898e-01        3.004656e-06        
3.0126e-08     3.502618e-01        3.000385e-01        3.496967e-01        3.000504e-06        
3.0161e-08     3.504701e-01        2.996235e-01        3.499035e-01        2.996354e-06        
3.0196e-08     3.506783e-01        2.992085e-01        3.501102e-01        2.992204e-06        
3.0231e-08     3.508864e-01        2.987937e-01        3.503169e-01        2.988056e-06        
3.0266e-08     3.510945e-01        2.983789e-01        3.505236e-01        2.983908e-06        
3.0300e-08     3.513026e-01        2.979643e-01        3.507302e-01        2.979761e-06        
3.0335e-08     3.515106e-01        2.975497e-01        3.509367e-01        2.975616e-06        
3.0370e-08     3.517186e-01        2.971353e-01        3.511432e-01        2.971471e-06        
3.0405e-08     3.519265e-01        2.967210e-01        3.513496e-01        2.967328e-06        
3.0440e-08     3.521343e-01        2.963067e-01        3.515560e-01        2.963185e-06        
3.0475e-08     3.523421e-01        2.958926e-01        3.517623e-01        2.959044e-06        
3.0510e-08     3.525499e-01        2.954786e-01        3.519686e-01        2.954903e-06        
3.0546e-08     3.527576e-01        2.950647e-01        3.521748e-01        2.950764e-06        
3.0581e-08     3.529652e-01        2.946509e-01        3.523810e-01        2.946626e-06        
3.0616e-08     3.531728e-01        2.942372e-01        3.525871e-01        2.942489e-06        
3.0651e-08     3.533804e-01        2.938236e-01        3.527931e-01        2.938352e-06        
3.0687e-08     3.535879e-01        2.934101e-01        3.529991e-01        2.934217e-06        
3.0722e-08     3.537953e-01        2.929967e-01        3.532051e-01        2.930083e-06        
3.0757e-08     3.540027e-01        2.925834e-01        3.534110e-01        2.925951e-06        
3.0793e-08     3.542100e-01        2.921703e-01        3.536168e-01        2.921819e-06        
3.0828e-08     3.544173e-01        2.917572e-01        3.538226e-01        2.917688e-06        
3.0864e-08     3.546245e-01        2.913443e-01        3.540283e-01        2.913559e-06        
3.0899e-08     3.548317e-01        2.909315e-01        3.542339e-01        2.909430e-06        
3.0935e-08     3.550388e-01        2.905188e-01        3.544395e-01        2.905303e-06        
3.0971e-08     3.552459e-01        2.901062e-01        3.546451e-01        2.901177e-06        
3.1006e-08     3.554529e-01        2.896937e-01        3.548506e-01        2.897052e-06        
3.1042e-08     3.556598e-01        2.892813e-01        3.550560e-01        2.892928e-06        
3.1078e-08     3.558667e-01        2.888691e-01        3.552614e-01        2.888805e-06        
3.1114e-08     3.560735e-01        2.884569e-01        3.554667e-01        2.884684e-06        
3.1149e-08     3.562803e-01        2.880449e-01        3.556719e-01        2.880564e-06        
3.1185e-08     3.564870e-01        2.876330e-01        3.558771e-01        2.876444e-06        
3.1221e-08     3.566937e-01        2.872212e-01        3.560822e-01        2.872326e-06        
3.1257e-08     3.569003e-01        2.868095e-01        3.562873e-01        2.868210e-06        
3.1293e-08     3.571068e-01        2.863980e-01        3.564923e-01        2.864094e-06        
3.1329e-08     3.573133e-01        2.859866e-01        3.566973e-01        2.859979e-06        
3.1365e-08     3.575197e-01        2.855753e-01        3.569021e-01        2.855866e-06        
3.1401e-08     3.577261e-01        2.851641e-01        3.571070e-01        2.851754e-06        
3.1438e-08     3.579324e-01        2.847530e-01        3.573117e-01        2.847643e-06        
3.1474e-08     3.581387e-01        2.843421e-01        3.575164e-01        2.843534e-06        
3.1510e-08     3.583449e-01        2.839313e-01        3.577210e-01        2.839426e-06        
3.1546e-08     3.585510e-01        2.835206e-01        3.579256e-01        2.835319e-06        
3.1583e-08     3.587570e-01        2.831100e-01        3.581301e-01        2.831213e-06        
3.1619e-08     3.589630e-01        2.826996e-01        3.583346e-01        2.827108e-06        
3.1656e-08     3.591690e-01        2.822892e-01        3.585389e-01        2.823005e-06        
3.1692e-08     3.593749e-01        2.818791e-01        3.587433e-01        2.818903e-06        
3.1729e-08     3.595807e-01        2.814690e-01        3.589475e-01        2.814802e-06        
3.1765e-08     3.597864e-01        2.810591e-01        3.591517e-01        2.810702e-06        
3.1802e-08     3.599921e-01        2.806493e-01        3.593558e-01        2.806604e-06        
3.1838e-08     3.601978e-01        2.802396e-01        3.595599e-01        2.802507e-06        
3.1875e-08     3.604033e-01        2.798300e-01        3.597638e-01        2.798412e-06        
3.1912e-08     3.606088e-01        2.794206e-01        3.599678e-01        2.794317e-06        
3.1948e-08     3.608143e-01        2.790113e-01        3.601716e-01        2.790224e-06        
3.1985e-08     3.610197e-01        2.786022e-01        3.603754e-01        2.786132e-06        
3.2022e-08     3.612250e-01        2.781931e-01        3.605791e-01        2.782042e-06        
3.2059e-08     3.614302e-01        2.777843e-01        3.607828e-01        2.777953e-06        
3.2096e-08     3.616354e-01        2.773755e-01        3.609863e-01        2.773865e-06        
3.2133e-08     3.618405e-01        2.769669e-01        3.611899e-01        2.769779e-06        
3.2170e-08     3.620455e-01        2.765584e-01        3.613933e-01        2.765694e-06        
3.2207e-08     3.622505e-01        2.761500e-01        3.615967e-01        2.761610e-06        
3.2244e-08     3.624554e-01        2.757418e-01        3.618000e-01        2.757528e-06        
3.2281e-08     3.626603e-01        2.753337e-01        3.620032e-01        2.753447e-06        
3.2318e-08     3.628651e-01        2.749258e-01        3.622064e-01        2.749367e-06        
3.2356e-08     3.630698e-01        2.745180e-01        3.624095e-01        2.745289e-06        
3.2393e-08     3.632744e-01        2.741103e-01        3.626125e-01        2.741212e-06        
3.2430e-08     3.634790e-01        2.737028e-01        3.628154e-01        2.737137e-06        
3.2468e-08     3.636835e-01        2.732954e-01        3.630183e-01        2.733063e-06        
3.2505e-08     3.638879e-01        2.728882e-01        3.632211e-01        2.728990e-06        
3.2543e-08     3.640923e-01        2.724811e-01        3.634239e-01        2.724919e-06        
3.2580e-08     3.642966e-01        2.720741e-01        3.636265e-01        2.720850e-06        
3.2618e-08     3.645008e-01        2.716673e-01        3.638291e-01        2.716781e-06        
3.2655e-08     3.647050e-01        2.712606e-01        3.640316e-01        2.712714e-06        
3.2693e-08     3.649091e-01        2.708541e-01        3.642341e-01        2.708649e-06        
3.2730e-08     3.651131e-01        2.704477e-01        3.644365e-01        2.704585e-06        
3.2768e-08     3.653170e-01        2.700415e-01        3.646388e-01        2.700522e-06        
3.2806e-08     3.655209e-01        2.696354e-01        3.648410e-01        2.696461e-06        
3.2844e-08     3.657247e-01        2.692295e-01        3.650431e-01        2.692402e-06        
3.2882e-08     3.659284e-01        2.688237e-01        3.652452e-01        2.688344e-06        
3.2919e-08     3.661321e-01        2.684180e-01        3.654472e-01        2.684287e-06        
3.2957e-08     3.663357e-01        2.680125e-01        3.656491e-01        2.680232e-06        
3.2995e-08     3.665392e-01        2.676072e-01        3.658510e-01        2.676178e-06        
3.3033e-08     3.667426e-01        2.672020e-01        3.660527e-01        2.672126e-06        
3.3071e-08     3.669460e-01        2.667969e-01        3.662544e-01        2.668075e-06        
3.3109e-08     3.671493e-01        2.663920e-01        3.664560e-01        2.664026e-06        
3.3148e-08     3.673525e-01        2.659873e-01        3.666576e-01        2.659978e-06        
3.3186e-08     3.675556e-01        2.655827e-01        3.668590e-01        2.655932e-06        
3.3224e-08     3.677587e-01        2.651782e-01        3.670604e-01        2.651888e-06        
3.3262e-08     3.679617e-01        2.647739e-01        3.672617e-01        2.647845e-06        
3.3301e-08     3.681646e-01        2.643698e-01        3.674629e-01        2.643803e-06        
3.3339e-08     3.683674e-01        2.639658e-01        3.676641e-01        2.639763e-06        
3.3377e-08     3.685702e-01        2.635620e-01        3.678652e-01        2.635725e-06        
3.3416e-08     3.687729e-01        2.631583e-01        3.680661e-01        2.631688e-06        
3.3454e-08     3.689755e-01        2.627548e-01        3.682671e-01        2.627653e-06        
3.3493e-08     3.691780e-01        2.623515e-01        3.684679e-01        2.623619e-06        
3.3531e-08     3.693805e-01        2.619483e-01        3.686686e-01        2.619587e-06        
3.3570e-08     3.695828e-01        2.615453e-01        3.688693e-01        2.615557e-06        
3.3609e-08     3.697851e-01        2.611424e-01        3.690699e-01        2.611528e-06        
3.3647e-08     3.699874e-01        2.607397e-01        3.692704e-01        2.607500e-06        
3.3686e-08     3.701895e-01        2.603371e-01        3.694708e-01        2.603475e-06        
3.3725e-08     3.703915e-01        2.599347e-01        3.696711e-01        2.599451e-06        
3.3764e-08     3.705935e-01        2.595325e-01        3.698714e-01        2.595428e-06        
3.3803e-08     3.707954e-01        2.591304e-01        3.700716e-01        2.591407e-06        
3.3842e-08     3.709972e-01        2.587285e-01        3.702716e-01        2.587388e-06        
3.3881e-08     3.711990e-01        2.583268e-01        3.704716e-01        2.583371e-06        
3.3920e-08     3.714006e-01        2.579252e-01        3.706716e-01        2.579355e-06        
3.3959e-08     3.716022e-01        2.575238e-01        3.708714e-01        2.575341e-06        
3.3998e-08     3.718037e-01        2.571226e-01        3.710712e-01        2.571328e-06        
3.4037e-08     3.720051e-01        2.567215e-01        3.712708e-01        2.567317e-06        
3.4076e-08     3.722064e-01        2.563206e-01        3.714704e-01        2.563308e-06        
3.4116e-08     3.724077e-01        2.559199e-01        3.716699e-01        2.559300e-06        
3.4155e-08     3.726088e-01        2.555193e-01        3.718693e-01        2.555295e-06        
3.4194e-08     3.728099e-01        2.551189e-01        3.720686e-01        2.551290e-06        
3.4234e-08     3.730109e-01        2.547187e-01        3.722679e-01        2.547288e-06        
3.4273e-08     3.732118e-01        2.543186e-01        3.724670e-01        2.543287e-06        
3.4313e-08     3.734126e-01        2.539187e-01        3.726661e-01        2.539288e-06        
3.4352e-08     3.736134e-01        2.535190e-01        3.728650e-01        2.535291e-06        
3.4392e-08     3.738140e-01        2.531195e-01        3.730639e-01        2.531296e-06        
3.4431e-08     3.740146e-01        2.527201e-01        3.732627e-01        2.527302e-06        
3.4471e-08     3.742151e-01        2.523209e-01        3.734614e-01        2.523310e-06        
3.4511e-08     3.744155e-01        2.519219e-01        3.736601e-01        2.519319e-06        
3.4550e-08     3.746158e-01        2.515231e-01        3.738586e-01        2.515331e-06        
3.4590e-08     3.748160e-01        2.511244e-01        3.740570e-01        2.511344e-06        
3.4630e-08     3.750162e-01        2.507259e-01        3.742554e-01        2.507359e-06        
3.4670e-08     3.752162e-01        2.503276e-01        3.744537e-01        2.503376e-06        
3.4710e-08     3.754162e-01        2.499295e-01        3.746518e-01        2.499394e-06        
3.4750e-08     3.756161e-01        2.495315e-01        3.748499e-01        2.495414e-06        
3.4790e-08     3.758159e-01        2.491337e-01        3.750479e-01        2.491437e-06        
3.4830e-08     3.760156e-01        2.487362e-01        3.752458e-01        2.487460e-06        
3.4870e-08     3.762152e-01        2.483387e-01        3.754436e-01        2.483486e-06        
3.4910e-08     3.764147e-01        2.479415e-01        3.756413e-01        2.479514e-06        
3.4951e-08     3.766141e-01        2.475445e-01        3.758389e-01        2.475543e-06        
3.4991e-08     3.768135e-01        2.471476e-01        3.760365e-01        2.471574e-06        
3.5031e-08     3.770127e-01        2.467509e-01        3.762339e-01        2.467607e-06        
3.5072e-08     3.772119e-01        2.463544e-01        3.764312e-01        2.463642e-06        
3.5112e-08     3.774110e-01        2.459581e-01        3.766285e-01        2.459679e-06        
3.5152e-08     3.776099e-01        2.455620e-01        3.768256e-01        2.455717e-06        
3.5193e-08     3.778088e-01        2.451660e-01        3.770227e-01        2.451758e-06        
3.5233e-08     3.780076e-01        2.447703e-01        3.772197e-01        2.447800e-06        
3.5274e-08     3.782063e-01        2.443747e-01        3.774165e-01        2.443844e-06        
3.5315e-08     3.784050e-01        2.439793e-01        3.776133e-01        2.439890e-06        
3.5355e-08     3.786035e-01        2.435841e-01        3.778100e-01        2.435938e-06        
3.5396e-08     3.788019e-01        2.431891e-01        3.780066e-01        2.431988e-06        
3.5437e-08     3.790002e-01        2.427943e-01        3.782030e-01        2.428040e-06        
3.5478e-08     3.791985e-01        2.423997e-01        3.783994e-01        2.424093e-06        
3.5519e-08     3.793966e-01        2.420052e-01        3.785957e-01        2.420149e-06        
3.5559e-08     3.795947e-01        2.416110e-01        3.787919e-01        2.416206e-06        
3.5600e-08     3.797926e-01        2.412170e-01        3.789880e-01        2.412265e-06        
3.5641e-08     3.799905e-01        2.408231e-01        3.791840e-01        2.408327e-06        
3.5682e-08     3.801883e-01        2.404294e-01        3.793799e-01        2.404390e-06        
3.5724e-08     3.803859e-01        2.400360e-01        3.795757e-01        2.400455e-06        
3.5765e-08     3.805835e-01        2.396427e-01        3.797714e-01        2.396522e-06        
3.5806e-08     3.807810e-01        2.392496e-01        3.799670e-01        2.392591e-06        
3.5847e-08     3.809784e-01        2.388567e-01        3.801625e-01        2.388662e-06        
3.5889e-08     3.811756e-01        2.384641e-01        3.803579e-01        2.384735e-06        
3.5930e-08     3.813728e-01        2.380716e-01        3.805532e-01        2.380810e-06        
3.5971e-08     3.815699e-01        2.376793e-01        3.807484e-01        2.376887e-06        
3.6013e-08     3.817669e-01        2.372872e-01        3.809435e-01        2.372966e-06        
3.6054e-08     3.819638e-01        2.368953e-01        3.811385e-01        2.369047e-06        
3.6096e-08     3.821606e-01        2.365036e-01        3.813334e-01        2.365130e-06        
3.6137e-08     3.823573e-01        2.361121e-01        3.815282e-01        2.361215e-06        
3.6179e-08     3.825539e-01        2.357209e-01        3.817229e-01        2.357302e-06        
3.6221e-08     3.827504e-01        2.353298e-01        3.819175e-01        2.353391e-06        
3.6262e-08     3.829468e-01        2.349389e-01        3.821120e-01        2.349482e-06        
3.6304e-08     3.831431e-01        2.345482e-01        3.823063e-01        2.345575e-06        
3.6346e-08     3.833393e-01        2.341577e-01        3.825006e-01        2.341671e-06        
3.6388e-08     3.835354e-01        2.337675e-01        3.826948e-01        2.337768e-06        
3.6430e-08     3.837314e-01        2.333774e-01        3.828889e-01        2.333867e-06        
3.6472e-08     3.839273e-01        2.329876e-01        3.830828e-01        2.329968e-06        
3.6514e-08     3.841231e-01        2.325979e-01        3.832767e-01        2.326072e-06        
3.6556e-08     3.843188e-01        2.322085e-01        3.834704e-01        2.322177e-06        
3.6598e-08     3.845143e-01        2.318192e-01        3.836641e-01        2.318284e-06        
3.6640e-08     3.847098e-01        2.314302e-01        3.838576e-01        2.314394e-06        
3.6682e-08     3.849052e-01        2.310414e-01        3.840511e-01        2.310506e-06        
3.6725e-08     3.851005e-01        2.306528e-01        3.842444e-01        2.306620e-06        
3.6767e-08     3.852957e-01        2.302644e-01        3.844376e-01        2.302735e-06        
3.6809e-08     3.854907e-01        2.298762e-01        3.846307e-01        2.298853e-06        
3.6852e-08     3.856857e-01        2.294882e-01        3.848238e-01        2.294974e-06        
3.6894e-08     3.858806e-01        2.291005e-01        3.850167e-01        2.291096e-06        
3.6937e-08     3.860753e-01        2.287129e-01        3.852095e-01        2.287220e-06        
3.6979e-08     3.862700e-01        2.283256e-01        3.854021e-01        2.283347e-06        
3.7022e-08     3.864645e-01        2.279385e-01        3.855947e-01        2.279475e-06        
3.7064e-08     3.866590e-01        2.275516e-01        3.857872e-01        2.275606e-06        
3.7107e-08     3.868533e-01        2.271649e-01        3.859795e-01        2.271739e-06        
3.7150e-08     3.870475e-01        2.267784e-01        3.861718e-01        2.267874e-06        
3.7193e-08     3.872416e-01        2.263922e-01        3.863639e-01        2.264012e-06        
3.7235e-08     3.874357e-01        2.260061e-01        3.865559e-01        2.260151e-06        
3.7278e-08     3.876296e-01        2.256203e-01        3.867479e-01        2.256293e-06        
3.7321e-08     3.878234e-01        2.252347e-01        3.869397e-01        2.252437e-06        
3.7364e-08     3.880171e-01        2.248493e-01        3.871314e-01        2.248583e-06        
3.7407e-08     3.882106e-01        2.244642e-01        3.873229e-01        2.244731e-06        
3.7450e-08     3.884041e-01        2.240792e-01        3.875144e-01        2.240881e-06        
3.7494e-08     3.885975e-01        2.236945e-01        3.877058e-01        2.237034e-06        
3.7537e-08     3.887907e-01        2.233100e-01        3.878970e-01        2.233189e-06        
3.7580e-08     3.889839e-01        2.229258e-01        3.880881e-01        2.229346e-06        
3.7623e-08     3.891769e-01        2.225417e-01        3.882792e-01        2.225505e-06        
3.7667e-08     3.893698e-01        2.221579e-01        3.884701e-01        2.221667e-06        
3.7710e-08     3.895626e-01        2.217743e-01        3.886609e-01        2.217831e-06        
3.7754e-08     3.897553e-01        2.213909e-01        3.888515e-01        2.213997e-06        
3.7797e-08     3.899479e-01        2.210078e-01        3.890421e-01        2.210165e-06        
3.7841e-08     3.901404e-01        2.206248e-01        3.892325e-01        2.206336e-06        
3.7884e-08     3.903328e-01        2.202421e-01        3.894229e-01        2.202509e-06        
3.7928e-08     3.905250e-01        2.198597e-01        3.896131e-01        2.198684e-06        
3.7972e-08     3.907172e-01        2.194774e-01        3.898032e-01        2.194862e-06        
3.8015e-08     3.909092e-01        2.190954e-01        3.899932e-01        2.191041e-06        
3.8059e-08     3.911011e-01        2.187136e-01        3.901830e-01        2.187223e-06        
3.8103e-08     3.912929e-01        2.183321e-01        3.903728e-01        2.183408e-06        
3.8147e-08     3.914846e-01        2.179508e-01        3.905624e-01        2.179594e-06        
3.8191e-08     3.916762e-01        2.175697e-01        3.907519e-01        2.175783e-06        
3.8235e-08     3.918677e-01        2.171888e-01        3.909413e-01        2.171975e-06        
3.8279e-08     3.920590e-01        2.168082e-01        3.911306e-01        2.168168e-06        
3.8323e-08     3.922502e-01        2.164278e-01        3.913198e-01        2.164364e-06        
3.8367e-08     3.924413e-01        2.160477e-01        3.915088e-01        2.160563e-06        
3.8411e-08     3.926323e-01        2.156678e-01        3.916977e-01        2.156763e-06        
3.8456e-08     3.928232e-01        2.152881e-01        3.918865e-01        2.152966e-06        
3.8500e-08     3.930140e-01        2.149086e-01        3.920752e-01        2.149172e-06        
3.8544e-08     3.932046e-01        2.145294e-01        3.922638e-01        2.145379e-06        
3.8589e-08     3.933952e-01        2.141504e-01        3.924522e-01        2.141589e-06        
3.8633e-08     3.935856e-01        2.137717e-01        3.926406e-01        2.137802e-06        
3.8678e-08     3.937759e-01        2.133932e-01        3.928288e-01        2.134017e-06        
3.8722e-08     3.939661e-01        2.130150e-01        3.930168e-01        2.130234e-06        
3.8767e-08     3.941561e-01        2.126369e-01        3.932048e-01        2.126454e-06        
3.8811e-08     3.943461e-01        2.122592e-01        3.933926e-01        2.122676e-06        
3.8856e-08     3.945359e-01        2.118816e-01        3.935804e-01        2.118900e-06        
3.8901e-08     3.947256e-01        2.115043e-01        3.937679e-01        2.115127e-06        
3.8946e-08     3.949152e-01        2.111273e-01        3.939554e-01        2.111357e-06        
3.8991e-08     3.951047e-01        2.107505e-01        3.941428e-01        2.107588e-06        
3.9035e-08     3.952940e-01        2.103739e-01        3.943300e-01        2.103823e-06        
3.9080e-08     3.954832e-01        2.099976e-01        3.945171e-01        2.100059e-06        
3.9125e-08     3.956724e-01        2.096215e-01        3.947041e-01        2.096298e-06        
3.9171e-08     3.958613e-01        2.092457e-01        3.948909e-01        2.092540e-06        
3.9216e-08     3.960502e-01        2.088701e-01        3.950776e-01        2.088784e-06        
3.9261e-08     3.962389e-01        2.084947e-01        3.952642e-01        2.085030e-06        
3.9306e-08     3.964276e-01        2.081197e-01        3.954507e-01        2.081279e-06        
3.9351e-08     3.966161e-01        2.077448e-01        3.956371e-01        2.077531e-06        
3.9397e-08     3.968044e-01        2.073702e-01        3.958233e-01        2.073784e-06        
3.9442e-08     3.969927e-01        2.069959e-01        3.960094e-01        2.070041e-06        
3.9488e-08     3.971808e-01        2.066218e-01        3.961953e-01        2.066300e-06        
3.9533e-08     3.973688e-01        2.062479e-01        3.963812e-01        2.062561e-06        
3.9579e-08     3.975567e-01        2.058743e-01        3.965669e-01        2.058825e-06        
3.9624e-08     3.977445e-01        2.055010e-01        3.967525e-01        2.055091e-06        
3.9670e-08     3.979321e-01        2.051279e-01        3.969379e-01        2.051360e-06        
3.9715e-08     3.981196e-01        2.047551e-01        3.971233e-01        2.047632e-06        
3.9761e-08     3.983070e-01        2.043825e-01        3.973085e-01        2.043906e-06        
3.9807e-08     3.984943e-01        2.040101e-01        3.974936e-01        2.040182e-06        
3.9853e-08     3.986814e-01        2.036381e-01        3.976785e-01        2.036462e-06        
3.9899e-08     3.988684e-01        2.032662e-01        3.978633e-01        2.032743e-06        
3.9945e-08     3.990553e-01        2.028947e-01        3.980480e-01        2.029027e-06        
3.9991e-08     3.992420e-01        2.025234e-01        3.982326e-01        2.025314e-06        
4.0037e-08     3.994287e-01        2.021523e-01        3.984170e-01        2.021604e-06        
4.0083e-08     3.996152e-01        2.017815e-01        3.986013e-01        2.017895e-06        
4.0129e-08     3.998015e-01        2.014110e-01        3.987855e-01        2.014190e-06        
4.0175e-08     3.999878e-01        2.010407e-01        3.989695e-01        2.010487e-06        
4.0222e-08     4.001739e-01        2.006707e-01        3.991534e-01        2.006787e-06        
4.0268e-08     4.003599e-01        2.003009e-01        3.993372e-01        2.003089e-06        
4.0314e-08     4.005458e-01        1.999315e-01        3.995208e-01        1.999394e-06        
4.0361e-08     4.007315e-01        1.995622e-01        3.997043e-01        1.995701e-06        
4.0407e-08     4.009171e-01        1.991932e-01        3.998877e-01        1.992012e-06        
4.0454e-08     4.011026e-01        1.988245e-01        4.000709e-01        1.988324e-06        
4.0501e-08     4.012879e-01        1.984561e-01        4.002540e-01        1.984640e-06        
4.0547e-08     4.014731e-01        1.980879e-01        4.004370e-01        1.980958e-06        
4.0594e-08     4.016582e-01        1.977200e-01        4.006198e-01        1.977278e-06        
4.0641e-08     4.018432e-01        1.973523e-01        4.008025e-01        1.973602e-06        
4.0687e-08     4.020280e-01        1.969849e-01        4.009851e-01        1.969928e-06        
4.0734e-08     4.022127e-01        1.966178e-01        4.011675e-01        1.966256e-06        
4.0781e-08     4.023972e-01        1.962510e-01        4.013498e-01        1.962588e-06        
4.0828e-08     4.025817e-01        1.958844e-01        4.015320e-01        1.958922e-06        
4.0875e-08     4.027660e-01        1.955181e-01        4.017140e-01        1.955258e-06        
4.0922e-08     4.029501e-01        1.951520e-01        4.018959e-01        1.951598e-06        
4.0970e-08     4.031341e-01        1.947862e-01        4.020777e-01        1.947940e-06        
4.1017e-08     4.033180e-01        1.944207e-01        4.022593e-01        1.944284e-06        
4.1064e-08     4.035018e-01        1.940555e-01        4.024408e-01        1.940632e-06        
4.1111e-08     4.036854e-01        1.936905e-01        4.026221e-01        1.936982e-06        
4.1159e-08     4.038689e-01        1.933258e-01        4.028033e-01        1.933335e-06        
4.1206e-08     4.040523e-01        1.929614e-01        4.029844e-01        1.929690e-06        
4.1254e-08     4.042355e-01        1.925972e-01        4.031653e-01        1.926049e-06        
4.1301e-08     4.044186e-01        1.922333e-01        4.033461e-01        1.922410e-06        
4.1349e-08     4.046016e-01        1.918697e-01        4.035268e-01        1.918774e-06        
4.1396e-08     4.047844e-01        1.915064e-01        4.037073e-01        1.915140e-06        
4.1444e-08     4.049671e-01        1.911434e-01        4.038877e-01        1.911509e-06        
4.1492e-08     4.051496e-01        1.907806e-01        4.040679e-01        1.907881e-06        
4.1540e-08     4.053320e-01        1.904181e-01        4.042480e-01        1.904256e-06        
4.1587e-08     4.055143e-01        1.900558e-01        4.044279e-01        1.900634e-06        
4.1635e-08     4.056965e-01        1.896939e-01        4.046078e-01        1.897014e-06        
4.1683e-08     4.058785e-01        1.893322e-01        4.047874e-01        1.893397e-06        
4.1731e-08     4.060603e-01        1.889708e-01        4.049670e-01        1.889783e-06        
4.1779e-08     4.062421e-01        1.886097e-01        4.051464e-01        1.886172e-06        
4.1828e-08     4.064236e-01        1.882489e-01        4.053256e-01        1.882563e-06        
4.1876e-08     4.066051e-01        1.878883e-01        4.055047e-01        1.878958e-06        
4.1924e-08     4.067864e-01        1.875280e-01        4.056837e-01        1.875355e-06        
4.1972e-08     4.069676e-01        1.871681e-01        4.058625e-01        1.871755e-06        
4.2021e-08     4.071486e-01        1.868083e-01        4.060412e-01        1.868158e-06        
4.2069e-08     4.073295e-01        1.864489e-01        4.062197e-01        1.864563e-06        
4.2117e-08     4.075103e-01        1.860898e-01        4.063981e-01        1.860972e-06        
4.2166e-08     4.076909e-01        1.857309e-01        4.065763e-01        1.857383e-06        
4.2215e-08     4.078714e-01        1.853723e-01        4.067545e-01        1.853797e-06        
4.2263e-08     4.080517e-01        1.850141e-01        4.069324e-01        1.850214e-06        
4.2312e-08     4.082319e-01        1.846560e-01        4.071102e-01        1.846634e-06        
4.2361e-08     4.084119e-01        1.842983e-01        4.072879e-01        1.843056e-06        
4.2409e-08     4.085918e-01        1.839409e-01        4.074654e-01        1.839482e-06        
4.2458e-08     4.087716e-01        1.835838e-01        4.076428e-01        1.835910e-06        
4.2507e-08     4.089512e-01        1.832269e-01        4.078200e-01        1.832342e-06        
4.2556e-08     4.091307e-01        1.828703e-01        4.079971e-01        1.828776e-06        
4.2605e-08     4.093101e-01        1.825140e-01        4.081741e-01        1.825213e-06        
4.2654e-08     4.094893e-01        1.821581e-01        4.083509e-01        1.821653e-06        
4.2703e-08     4.096683e-01        1.818024e-01        4.085275e-01        1.818096e-06        
4.2753e-08     4.098472e-01        1.814470e-01        4.087040e-01        1.814542e-06        
4.2802e-08     4.100260e-01        1.810918e-01        4.088804e-01        1.810990e-06        
4.2851e-08     4.102046e-01        1.807370e-01        4.090566e-01        1.807442e-06        
4.2901e-08     4.103831e-01        1.803825e-01        4.092326e-01        1.803896e-06        
4.2950e-08     4.105614e-01        1.800282e-01        4.094085e-01        1.800354e-06        
4.2999e-08     4.107396e-01        1.796743e-01        4.095843e-01        1.796814e-06        
4.3049e-08     4.109177e-01        1.793206e-01        4.097599e-01        1.793278e-06        
4.3099e-08     4.110956e-01        1.789673e-01        4.099353e-01        1.789744e-06        
4.3148e-08     4.112733e-01        1.786142e-01        4.101107e-01        1.786213e-06        
4.3198e-08     4.114509e-01        1.782615e-01        4.102858e-01        1.782685e-06        
4.3248e-08     4.116284e-01        1.779090e-01        4.104608e-01        1.779160e-06        
4.3298e-08     4.118057e-01        1.775568e-01        4.106357e-01        1.775639e-06        
4.3347e-08     4.119829e-01        1.772049e-01        4.108104e-01        1.772120e-06        
4.3397e-08     4.121599e-01        1.768534e-01        4.109850e-01        1.768604e-06        
4.3447e-08     4.123368e-01        1.765021e-01        4.111594e-01        1.765091e-06        
4.3497e-08     4.125135e-01        1.761511e-01        4.113336e-01        1.761581e-06        
4.3548e-08     4.126901e-01        1.758004e-01        4.115077e-01        1.758074e-06        
4.3598e-08     4.128665e-01        1.754501e-01        4.116817e-01        1.754570e-06        
4.3648e-08     4.130428e-01        1.751000e-01        4.118555e-01        1.751069e-06        
4.3698e-08     4.132189e-01        1.747502e-01        4.120291e-01        1.747571e-06        
4.3749e-08     4.133949e-01        1.744007e-01        4.122026e-01        1.744076e-06        
4.3799e-08     4.135708e-01        1.740515e-01        4.123760e-01        1.740585e-06        
4.3849e-08     4.137464e-01        1.737027e-01        4.125491e-01        1.737096e-06        
4.3900e-08     4.139220e-01        1.733541e-01        4.127222e-01        1.733610e-06        
