Excitation Kinetics:
Time (s)       S0                  S1                  T1                  T2                  
--------------------------------------------------------------------------------
1.0000e-15     9.900498e-01        9.950166e-03        4.985039e-11        4.981715e-11        
1.0014e-15     9.900361e-01        9.963855e-03        4.998813e-11        4.995475e-11        
1.0028e-15     9.900224e-01        9.977562e-03        5.012624e-11        5.009273e-11        
1.0042e-15     9.900087e-01        9.991289e-03        5.026475e-11        5.023109e-11        
1.0055e-15     9.899950e-01        1.000503e-02        5.040363e-11        5.036984e-11        
1.0069e-15     9.899812e-01        1.001880e-02        5.054289e-11        5.050896e-11        
1.0083e-15     9.899674e-01        1.003258e-02        5.068255e-11        5.064847e-11        
1.0097e-15     9.899536e-01        1.004638e-02        5.082258e-11        5.078837e-11        
1.0111e-15     9.899398e-01        1.006020e-02        5.096301e-11        5.092865e-11        
1.0125e-15     9.899260e-01        1.007404e-02        5.110382e-11        5.106932e-11        
1.0139e-15     9.899121e-01        1.008790e-02        5.124502e-11        5.121037e-11        
1.0153e-15     9.898982e-01        1.010178e-02        5.138661e-11        5.135182e-11        
1.0167e-15     9.898843e-01        1.011567e-02        5.152859e-11        5.149365e-11        
1.0181e-15     9.898704e-01        1.012959e-02        5.167096e-11        5.163588e-11        
1.0195e-15     9.898565e-01        1.014352e-02        5.181372e-11        5.177850e-11        
1.0209e-15     9.898425e-01        1.015748e-02        5.195688e-11        5.192151e-11        
1.0224e-15     9.898286e-01        1.017145e-02        5.210044e-11        5.206492e-11        
1.0238e-15     9.898146e-01        1.018544e-02        5.224439e-11        5.220873e-11        
1.0252e-15     9.898005e-01        1.019945e-02        5.238874e-11        5.235293e-11        
1.0266e-15     9.897865e-01        1.021348e-02        5.253348e-11        5.249753e-11        
1.0280e-15     9.897725e-01        1.022753e-02        5.267863e-11        5.264252e-11        
1.0294e-15     9.897584e-01        1.024160e-02        5.282418e-11        5.278792e-11        
1.0309e-15     9.897443e-01        1.025569e-02        5.297013e-11        5.293372e-11        
1.0323e-15     9.897302e-01        1.026979e-02        5.311648e-11        5.307992e-11        
1.0337e-15     9.897161e-01        1.028392e-02        5.326324e-11        5.322653e-11        
1.0351e-15     9.897019e-01        1.029807e-02        5.341040e-11        5.337353e-11        
1.0366e-15     9.896878e-01        1.031223e-02        5.355797e-11        5.352095e-11        
1.0380e-15     9.896736e-01        1.032641e-02        5.370594e-11        5.366877e-11        
1.0394e-15     9.896594e-01        1.034062e-02        5.385432e-11        5.381700e-11        
1.0409e-15     9.896452e-01        1.035484e-02        5.400312e-11        5.396564e-11        
1.0423e-15     9.896309e-01        1.036908e-02        5.415232e-11        5.411469e-11        
1.0438e-15     9.896167e-01        1.038335e-02        5.430194e-11        5.426415e-11        
1.0452e-15     9.896024e-01        1.039763e-02        5.445197e-11        5.441402e-11        
1.0467e-15     9.895881e-01        1.041193e-02        5.460241e-11        5.456430e-11        
1.0481e-15     9.895738e-01        1.042625e-02        5.475327e-11        5.471500e-11        
1.0495e-15     9.895594e-01        1.044059e-02        5.490454e-11        5.486612e-11        
1.0510e-15     9.895451e-01        1.045495e-02        5.505624e-11        5.501765e-11        
1.0525e-15     9.895307e-01        1.046933e-02        5.520835e-11        5.516960e-11        
1.0539e-15     9.895163e-01        1.048373e-02        5.536088e-11        5.532197e-11        
1.0554e-15     9.895019e-01        1.049815e-02        5.551383e-11        5.547477e-11        
1.0568e-15     9.894874e-01        1.051259e-02        5.566720e-11        5.562798e-11        
1.0583e-15     9.894730e-01        1.052704e-02        5.582100e-11        5.578161e-11        
1.0597e-15     9.894585e-01        1.054152e-02        5.597523e-11        5.593567e-11        
1.0612e-15     9.894440e-01        1.055602e-02        5.612987e-11        5.609016e-11        
1.0627e-15     9.894295e-01        1.057054e-02        5.628495e-11        5.624507e-11        
1.0641e-15     9.894149e-01        1.058508e-02        5.644045e-11        5.640040e-11        
1.0656e-15     9.894004e-01        1.059963e-02        5.659638e-11        5.655617e-11        
1.0671e-15     9.893858e-01        1.061421e-02        5.675275e-11        5.671237e-11        
1.0686e-15     9.893712e-01        1.062881e-02        5.690954e-11        5.686899e-11        
1.0700e-15     9.893566e-01        1.064343e-02        5.706677e-11        5.702605e-11        
1.0715e-15     9.893419e-01        1.065806e-02        5.722443e-11        5.718355e-11        
1.0730e-15     9.893273e-01        1.067272e-02        5.738253e-11        5.734147e-11        
1.0745e-15     9.893126e-01        1.068740e-02        5.754106e-11        5.749984e-11        
1.0760e-15     9.892979e-01        1.070210e-02        5.770003e-11        5.765864e-11        
1.0775e-15     9.892832e-01        1.071681e-02        5.785944e-11        5.781787e-11        
1.0790e-15     9.892684e-01        1.073155e-02        5.801929e-11        5.797755e-11        
1.0804e-15     9.892537e-01        1.074631e-02        5.817958e-11        5.813767e-11        
1.0819e-15     9.892389e-01        1.076109e-02        5.834032e-11        5.829823e-11        
1.0834e-15     9.892241e-01        1.077588e-02        5.850149e-11        5.845923e-11        
1.0849e-15     9.892093e-01        1.079070e-02        5.866312e-11        5.862068e-11        
1.0864e-15     9.891945e-01        1.080554e-02        5.882518e-11        5.878257e-11        
1.0879e-15     9.891796e-01        1.082040e-02        5.898770e-11        5.894491e-11        
1.0894e-15     9.891647e-01        1.083528e-02        5.915066e-11        5.910770e-11        
1.0909e-15     9.891498e-01        1.085018e-02        5.931408e-11        5.927093e-11        
1.0925e-15     9.891349e-01        1.086510e-02        5.947794e-11        5.943462e-11        
1.0940e-15     9.891200e-01        1.088004e-02        5.964226e-11        5.959876e-11        
1.0955e-15     9.891050e-01        1.089500e-02        5.980703e-11        5.976335e-11        
1.0970e-15     9.890900e-01        1.090998e-02        5.997226e-11        5.992839e-11        
1.0985e-15     9.890750e-01        1.092499e-02        6.013794e-11        6.009389e-11        
1.1000e-15     9.890600e-01        1.094001e-02        6.030408e-11        6.025985e-11        
1.1015e-15     9.890449e-01        1.095505e-02        6.047068e-11        6.042626e-11        
1.1031e-15     9.890299e-01        1.097011e-02        6.063774e-11        6.059313e-11        
1.1046e-15     9.890148e-01        1.098520e-02        6.080525e-11        6.076047e-11        
1.1061e-15     9.889997e-01        1.100030e-02        6.097324e-11        6.092826e-11        
1.1077e-15     9.889846e-01        1.101543e-02        6.114168e-11        6.109652e-11        
1.1092e-15     9.889694e-01        1.103057e-02        6.131059e-11        6.126525e-11        
1.1107e-15     9.889543e-01        1.104574e-02        6.147997e-11        6.143443e-11        
1.1123e-15     9.889391e-01        1.106093e-02        6.164981e-11        6.160409e-11        
1.1138e-15     9.889239e-01        1.107614e-02        6.182012e-11        6.177421e-11        
1.1153e-15     9.889086e-01        1.109137e-02        6.199091e-11        6.194480e-11        
1.1169e-15     9.888934e-01        1.110662e-02        6.216216e-11        6.211587e-11        
1.1184e-15     9.888781e-01        1.112189e-02        6.233389e-11        6.228740e-11        
1.1200e-15     9.888628e-01        1.113718e-02        6.250609e-11        6.245941e-11        
1.1215e-15     9.888475e-01        1.115249e-02        6.267876e-11        6.263189e-11        
1.1231e-15     9.888322e-01        1.116783e-02        6.285192e-11        6.280485e-11        
1.1246e-15     9.888168e-01        1.118318e-02        6.302555e-11        6.297828e-11        
1.1262e-15     9.888014e-01        1.119856e-02        6.319966e-11        6.315220e-11        
1.1277e-15     9.887860e-01        1.121395e-02        6.337425e-11        6.332659e-11        
1.1293e-15     9.887706e-01        1.122937e-02        6.354932e-11        6.350147e-11        
1.1309e-15     9.887552e-01        1.124481e-02        6.372488e-11        6.367682e-11        
1.1324e-15     9.887397e-01        1.126027e-02        6.390092e-11        6.385266e-11        
1.1340e-15     9.887243e-01        1.127575e-02        6.407744e-11        6.402899e-11        
1.1355e-15     9.887087e-01        1.129125e-02        6.425446e-11        6.420580e-11        
1.1371e-15     9.886932e-01        1.130677e-02        6.443196e-11        6.438310e-11        
1.1387e-15     9.886777e-01        1.132232e-02        6.460995e-11        6.456089e-11        
1.1403e-15     9.886621e-01        1.133788e-02        6.478843e-11        6.473917e-11        
1.1418e-15     9.886465e-01        1.135347e-02        6.496741e-11        6.491794e-11        
1.1434e-15     9.886309e-01        1.136908e-02        6.514688e-11        6.509721e-11        
1.1450e-15     9.886153e-01        1.138471e-02        6.532684e-11        6.527697e-11        
1.1466e-15     9.885996e-01        1.140036e-02        6.550731e-11        6.545722e-11        
1.1482e-15     9.885840e-01        1.141603e-02        6.568827e-11        6.563797e-11        
1.1498e-15     9.885683e-01        1.143173e-02        6.586973e-11        6.581922e-11        
1.1513e-15     9.885526e-01        1.144744e-02        6.605169e-11        6.600098e-11        
1.1529e-15     9.885368e-01        1.146318e-02        6.623415e-11        6.618323e-11        
1.1545e-15     9.885211e-01        1.147894e-02        6.641711e-11        6.636598e-11        
1.1561e-15     9.885053e-01        1.149471e-02        6.660059e-11        6.654924e-11        
1.1577e-15     9.884895e-01        1.151052e-02        6.678456e-11        6.673301e-11        
1.1593e-15     9.884737e-01        1.152634e-02        6.696905e-11        6.691728e-11        
1.1609e-15     9.884578e-01        1.154218e-02        6.715404e-11        6.710206e-11        
1.1625e-15     9.884420e-01        1.155805e-02        6.733955e-11        6.728735e-11        
1.1641e-15     9.884261e-01        1.157394e-02        6.752556e-11        6.747315e-11        
1.1658e-15     9.884102e-01        1.158985e-02        6.771210e-11        6.765946e-11        
1.1674e-15     9.883942e-01        1.160578e-02        6.789914e-11        6.784628e-11        
1.1690e-15     9.883783e-01        1.162173e-02        6.808670e-11        6.803363e-11        
1.1706e-15     9.883623e-01        1.163771e-02        6.827478e-11        6.822149e-11        
1.1722e-15     9.883463e-01        1.165370e-02        6.846338e-11        6.840986e-11        
1.1738e-15     9.883303e-01        1.166972e-02        6.865250e-11        6.859876e-11        
1.1755e-15     9.883142e-01        1.168576e-02        6.884214e-11        6.878818e-11        
1.1771e-15     9.882982e-01        1.170182e-02        6.903230e-11        6.897812e-11        
1.1787e-15     9.882821e-01        1.171791e-02        6.922299e-11        6.916858e-11        
1.1803e-15     9.882660e-01        1.173401e-02        6.941421e-11        6.935957e-11        
1.1820e-15     9.882499e-01        1.175014e-02        6.960595e-11        6.955109e-11        
1.1836e-15     9.882337e-01        1.176629e-02        6.979822e-11        6.974313e-11        
1.1852e-15     9.882175e-01        1.178247e-02        6.999102e-11        6.993570e-11        
1.1869e-15     9.882013e-01        1.179866e-02        7.018436e-11        7.012881e-11        
1.1885e-15     9.881851e-01        1.181488e-02        7.037823e-11        7.032245e-11        
1.1902e-15     9.881689e-01        1.183112e-02        7.057263e-11        7.051662e-11        
1.1918e-15     9.881526e-01        1.184738e-02        7.076757e-11        7.071133e-11        
1.1935e-15     9.881363e-01        1.186366e-02        7.096305e-11        7.090657e-11        
1.1951e-15     9.881200e-01        1.187997e-02        7.115907e-11        7.110235e-11        
1.1968e-15     9.881037e-01        1.189629e-02        7.135562e-11        7.129868e-11        
1.1984e-15     9.880874e-01        1.191264e-02        7.155272e-11        7.149554e-11        
1.2001e-15     9.880710e-01        1.192902e-02        7.175037e-11        7.169295e-11        
1.2017e-15     9.880546e-01        1.194541e-02        7.194856e-11        7.189090e-11        
1.2034e-15     9.880382e-01        1.196183e-02        7.214730e-11        7.208940e-11        
1.2051e-15     9.880217e-01        1.197827e-02        7.234658e-11        7.228844e-11        
1.2067e-15     9.880053e-01        1.199473e-02        7.254642e-11        7.248804e-11        
1.2084e-15     9.879888e-01        1.201121e-02        7.274680e-11        7.268818e-11        
1.2101e-15     9.879723e-01        1.202772e-02        7.294774e-11        7.288888e-11        
1.2117e-15     9.879558e-01        1.204425e-02        7.314924e-11        7.309013e-11        
1.2134e-15     9.879392e-01        1.206080e-02        7.335129e-11        7.329194e-11        
1.2151e-15     9.879226e-01        1.207738e-02        7.355390e-11        7.349430e-11        
1.2168e-15     9.879060e-01        1.209397e-02        7.375707e-11        7.369722e-11        
1.2185e-15     9.878894e-01        1.211059e-02        7.396079e-11        7.390070e-11        
1.2201e-15     9.878728e-01        1.212724e-02        7.416508e-11        7.410474e-11        
1.2218e-15     9.878561e-01        1.214390e-02        7.436994e-11        7.430934e-11        
1.2235e-15     9.878394e-01        1.216059e-02        7.457536e-11        7.451451e-11        
1.2252e-15     9.878227e-01        1.217730e-02        7.478134e-11        7.472024e-11        
1.2269e-15     9.878060e-01        1.219403e-02        7.498790e-11        7.492654e-11        
1.2286e-15     9.877892e-01        1.221079e-02        7.519502e-11        7.513341e-11        
1.2303e-15     9.877724e-01        1.222757e-02        7.540272e-11        7.534086e-11        
1.2320e-15     9.877556e-01        1.224437e-02        7.561099e-11        7.554887e-11        
1.2337e-15     9.877388e-01        1.226120e-02        7.581983e-11        7.575745e-11        
1.2354e-15     9.877220e-01        1.227805e-02        7.602925e-11        7.596662e-11        
1.2371e-15     9.877051e-01        1.229492e-02        7.623925e-11        7.617635e-11        
1.2388e-15     9.876882e-01        1.231181e-02        7.644983e-11        7.638667e-11        
1.2405e-15     9.876713e-01        1.232873e-02        7.666099e-11        7.659757e-11        
1.2423e-15     9.876543e-01        1.234567e-02        7.687273e-11        7.680905e-11        
1.2440e-15     9.876374e-01        1.236263e-02        7.708505e-11        7.702111e-11        
1.2457e-15     9.876204e-01        1.237962e-02        7.729797e-11        7.723375e-11        
1.2474e-15     9.876034e-01        1.239663e-02        7.751147e-11        7.744699e-11        
1.2491e-15     9.875863e-01        1.241366e-02        7.772555e-11        7.766081e-11        
1.2509e-15     9.875693e-01        1.243072e-02        7.794023e-11        7.787522e-11        
1.2526e-15     9.875522e-01        1.244780e-02        7.815550e-11        7.809022e-11        
1.2543e-15     9.875351e-01        1.246490e-02        7.837137e-11        7.830581e-11        
1.2561e-15     9.875180e-01        1.248203e-02        7.858783e-11        7.852200e-11        
1.2578e-15     9.875008e-01        1.249918e-02        7.880489e-11        7.873879e-11        
1.2595e-15     9.874836e-01        1.251635e-02        7.902255e-11        7.895617e-11        
1.2613e-15     9.874664e-01        1.253355e-02        7.924081e-11        7.917415e-11        
1.2630e-15     9.874492e-01        1.255077e-02        7.945967e-11        7.939274e-11        
1.2648e-15     9.874320e-01        1.256801e-02        7.967913e-11        7.961193e-11        
1.2665e-15     9.874147e-01        1.258528e-02        7.989920e-11        7.983172e-11        
1.2683e-15     9.873974e-01        1.260257e-02        8.011988e-11        8.005211e-11        
1.2700e-15     9.873801e-01        1.261989e-02        8.034116e-11        8.027312e-11        
1.2718e-15     9.873628e-01        1.263723e-02        8.056306e-11        8.049473e-11        
1.2735e-15     9.873454e-01        1.265459e-02        8.078557e-11        8.071696e-11        
1.2753e-15     9.873280e-01        1.267197e-02        8.100869e-11        8.093980e-11        
1.2771e-15     9.873106e-01        1.268938e-02        8.123243e-11        8.116325e-11        
1.2788e-15     9.872932e-01        1.270681e-02        8.145679e-11        8.138732e-11        
1.2806e-15     9.872757e-01        1.272427e-02        8.168176e-11        8.161200e-11        
1.2824e-15     9.872582e-01        1.274175e-02        8.190736e-11        8.183731e-11        
1.2841e-15     9.872407e-01        1.275926e-02        8.213357e-11        8.206324e-11        
1.2859e-15     9.872232e-01        1.277678e-02        8.236042e-11        8.228979e-11        
1.2877e-15     9.872057e-01        1.279434e-02        8.258788e-11        8.251696e-11        
1.2895e-15     9.871881e-01        1.281191e-02        8.281598e-11        8.274476e-11        
1.2913e-15     9.871705e-01        1.282951e-02        8.304471e-11        8.297319e-11        
1.2930e-15     9.871529e-01        1.284714e-02        8.327406e-11        8.320225e-11        
1.2948e-15     9.871352e-01        1.286479e-02        8.350405e-11        8.343195e-11        
1.2966e-15     9.871175e-01        1.288246e-02        8.373467e-11        8.366227e-11        
1.2984e-15     9.870998e-01        1.290015e-02        8.396593e-11        8.389323e-11        
1.3002e-15     9.870821e-01        1.291788e-02        8.419783e-11        8.412483e-11        
1.3020e-15     9.870644e-01        1.293562e-02        8.443037e-11        8.435706e-11        
1.3038e-15     9.870466e-01        1.295339e-02        8.466355e-11        8.458994e-11        
1.3056e-15     9.870288e-01        1.297118e-02        8.489737e-11        8.482345e-11        
1.3074e-15     9.870110e-01        1.298900e-02        8.513184e-11        8.505761e-11        
1.3092e-15     9.869932e-01        1.300684e-02        8.536696e-11        8.529242e-11        
1.3110e-15     9.869753e-01        1.302471e-02        8.560272e-11        8.552788e-11        
1.3128e-15     9.869574e-01        1.304260e-02        8.583913e-11        8.576398e-11        
1.3147e-15     9.869395e-01        1.306051e-02        8.607620e-11        8.600073e-11        
1.3165e-15     9.869215e-01        1.307845e-02        8.631392e-11        8.623814e-11        
1.3183e-15     9.869036e-01        1.309642e-02        8.655230e-11        8.647620e-11        
1.3201e-15     9.868856e-01        1.311441e-02        8.679133e-11        8.671492e-11        
1.3219e-15     9.868676e-01        1.313242e-02        8.703102e-11        8.695430e-11        
1.3238e-15     9.868495e-01        1.315046e-02        8.727138e-11        8.719433e-11        
1.3256e-15     9.868315e-01        1.316852e-02        8.751240e-11        8.743503e-11        
1.3274e-15     9.868134e-01        1.318660e-02        8.775408e-11        8.767640e-11        
1.3293e-15     9.867953e-01        1.320472e-02        8.799643e-11        8.791842e-11        
1.3311e-15     9.867771e-01        1.322285e-02        8.823945e-11        8.816112e-11        
1.3329e-15     9.867590e-01        1.324101e-02        8.848314e-11        8.840448e-11        
1.3348e-15     9.867408e-01        1.325920e-02        8.872750e-11        8.864852e-11        
1.3366e-15     9.867226e-01        1.327741e-02        8.897253e-11        8.889322e-11        
1.3385e-15     9.867044e-01        1.329565e-02        8.921824e-11        8.913861e-11        
1.3403e-15     9.866861e-01        1.331391e-02        8.946463e-11        8.938466e-11        
1.3422e-15     9.866678e-01        1.333219e-02        8.971170e-11        8.963140e-11        
1.3440e-15     9.866495e-01        1.335050e-02        8.995945e-11        8.987882e-11        
1.3459e-15     9.866312e-01        1.336884e-02        9.020789e-11        9.012692e-11        
1.3478e-15     9.866128e-01        1.338720e-02        9.045701e-11        9.037570e-11        
1.3496e-15     9.865944e-01        1.340558e-02        9.070681e-11        9.062517e-11        
1.3515e-15     9.865760e-01        1.342399e-02        9.095731e-11        9.087533e-11        
1.3534e-15     9.865576e-01        1.344243e-02        9.120850e-11        9.112618e-11        
1.3552e-15     9.865391e-01        1.346089e-02        9.146038e-11        9.137771e-11        
1.3571e-15     9.865206e-01        1.347937e-02        9.171295e-11        9.162995e-11        
1.3590e-15     9.865021e-01        1.349788e-02        9.196622e-11        9.188287e-11        
1.3609e-15     9.864836e-01        1.351642e-02        9.222019e-11        9.213650e-11        
1.3627e-15     9.864650e-01        1.353498e-02        9.247486e-11        9.239082e-11        
1.3646e-15     9.864464e-01        1.355357e-02        9.273024e-11        9.264585e-11        
1.3665e-15     9.864278e-01        1.357218e-02        9.298632e-11        9.290157e-11        
1.3684e-15     9.864092e-01        1.359082e-02        9.324310e-11        9.315801e-11        
1.3703e-15     9.863905e-01        1.360948e-02        9.350059e-11        9.341515e-11        
1.3722e-15     9.863718e-01        1.362817e-02        9.375880e-11        9.367300e-11        
1.3741e-15     9.863531e-01        1.364688e-02        9.401771e-11        9.393156e-11        
1.3760e-15     9.863344e-01        1.366562e-02        9.427734e-11        9.419083e-11        
1.3779e-15     9.863156e-01        1.368439e-02        9.453769e-11        9.445082e-11        
1.3798e-15     9.862968e-01        1.370318e-02        9.479875e-11        9.471152e-11        
1.3817e-15     9.862780e-01        1.372199e-02        9.506054e-11        9.497294e-11        
1.3836e-15     9.862592e-01        1.374083e-02        9.532304e-11        9.523508e-11        
1.3855e-15     9.862403e-01        1.375970e-02        9.558627e-11        9.549795e-11        
1.3874e-15     9.862214e-01        1.377859e-02        9.585023e-11        9.576154e-11        
1.3894e-15     9.862025e-01        1.379751e-02        9.611492e-11        9.602586e-11        
1.3913e-15     9.861835e-01        1.381646e-02        9.638033e-11        9.629090e-11        
1.3932e-15     9.861646e-01        1.383543e-02        9.664648e-11        9.655668e-11        
1.3951e-15     9.861456e-01        1.385442e-02        9.691336e-11        9.682319e-11        
1.3971e-15     9.861266e-01        1.387345e-02        9.718098e-11        9.709043e-11        
1.3990e-15     9.861075e-01        1.389249e-02        9.744933e-11        9.735841e-11        
1.4009e-15     9.860884e-01        1.391157e-02        9.771843e-11        9.762713e-11        
1.4029e-15     9.860693e-01        1.393067e-02        9.798827e-11        9.789659e-11        
1.4048e-15     9.860502e-01        1.394980e-02        9.825885e-11        9.816679e-11        
1.4067e-15     9.860311e-01        1.396895e-02        9.853018e-11        9.843774e-11        
1.4087e-15     9.860119e-01        1.398813e-02        9.880226e-11        9.870944e-11        
1.4106e-15     9.859927e-01        1.400733e-02        9.907509e-11        9.898188e-11        
1.4126e-15     9.859734e-01        1.402656e-02        9.934867e-11        9.925507e-11        
1.4145e-15     9.859542e-01        1.404582e-02        9.962300e-11        9.952902e-11        
1.4165e-15     9.859349e-01        1.406510e-02        9.989810e-11        9.980372e-11        
1.4185e-15     9.859156e-01        1.408441e-02        1.001739e-10        1.000792e-10        
1.4204e-15     9.858963e-01        1.410375e-02        1.004506e-10        1.003554e-10        
1.4224e-15     9.858769e-01        1.412311e-02        1.007279e-10        1.006324e-10        
1.4243e-15     9.858575e-01        1.414250e-02        1.010061e-10        1.009101e-10        
1.4263e-15     9.858381e-01        1.416191e-02        1.012850e-10        1.011886e-10        
1.4283e-15     9.858186e-01        1.418135e-02        1.015647e-10        1.014679e-10        
1.4303e-15     9.857992e-01        1.420082e-02        1.018451e-10        1.017480e-10        
1.4322e-15     9.857797e-01        1.422032e-02        1.021263e-10        1.020288e-10        
1.4342e-15     9.857602e-01        1.423984e-02        1.024083e-10        1.023104e-10        
1.4362e-15     9.857406e-01        1.425938e-02        1.026911e-10        1.025927e-10        
1.4382e-15     9.857210e-01        1.427896e-02        1.029747e-10        1.028759e-10        
1.4402e-15     9.857014e-01        1.429856e-02        1.032590e-10        1.031598e-10        
1.4422e-15     9.856818e-01        1.431819e-02        1.035441e-10        1.034445e-10        
1.4442e-15     9.856622e-01        1.433784e-02        1.038300e-10        1.037300e-10        
1.4462e-15     9.856425e-01        1.435752e-02        1.041167e-10        1.040163e-10        
1.4482e-15     9.856228e-01        1.437723e-02        1.044042e-10        1.043034e-10        
1.4502e-15     9.856030e-01        1.439697e-02        1.046925e-10        1.045912e-10        
1.4522e-15     9.855833e-01        1.441673e-02        1.049816e-10        1.048799e-10        
1.4542e-15     9.855635e-01        1.443652e-02        1.052714e-10        1.051693e-10        
1.4562e-15     9.855437e-01        1.445633e-02        1.055621e-10        1.054596e-10        
1.4582e-15     9.855238e-01        1.447617e-02        1.058536e-10        1.057506e-10        
1.4602e-15     9.855040e-01        1.449604e-02        1.061459e-10        1.060425e-10        
1.4622e-15     9.854841e-01        1.451594e-02        1.064389e-10        1.063351e-10        
1.4643e-15     9.854641e-01        1.453586e-02        1.067328e-10        1.066286e-10        
1.4663e-15     9.854442e-01        1.455581e-02        1.070275e-10        1.069229e-10        
1.4683e-15     9.854242e-01        1.457579e-02        1.073231e-10        1.072180e-10        
1.4703e-15     9.854042e-01        1.459580e-02        1.076194e-10        1.075138e-10        
1.4724e-15     9.853842e-01        1.461583e-02        1.079165e-10        1.078106e-10        
1.4744e-15     9.853641e-01        1.463589e-02        1.082145e-10        1.081081e-10        
1.4764e-15     9.853440e-01        1.465598e-02        1.085133e-10        1.084064e-10        
1.4785e-15     9.853239e-01        1.467609e-02        1.088129e-10        1.087056e-10        
1.4805e-15     9.853038e-01        1.469623e-02        1.091133e-10        1.090056e-10        
1.4826e-15     9.852836e-01        1.471640e-02        1.094146e-10        1.093064e-10        
1.4846e-15     9.852634e-01        1.473660e-02        1.097167e-10        1.096081e-10        
1.4867e-15     9.852432e-01        1.475682e-02        1.100196e-10        1.099106e-10        
1.4887e-15     9.852229e-01        1.477708e-02        1.103234e-10        1.102139e-10        
1.4908e-15     9.852026e-01        1.479736e-02        1.106280e-10        1.105180e-10        
1.4929e-15     9.851823e-01        1.481766e-02        1.109335e-10        1.108230e-10        
1.4949e-15     9.851620e-01        1.483800e-02        1.112397e-10        1.111288e-10        
1.4970e-15     9.851416e-01        1.485836e-02        1.115469e-10        1.114355e-10        
1.4991e-15     9.851212e-01        1.487875e-02        1.118549e-10        1.117430e-10        
1.5011e-15     9.851008e-01        1.489917e-02        1.121637e-10        1.120514e-10        
1.5032e-15     9.850804e-01        1.491961e-02        1.124734e-10        1.123606e-10        
1.5053e-15     9.850599e-01        1.494009e-02        1.127839e-10        1.126707e-10        
1.5074e-15     9.850394e-01        1.496059e-02        1.130953e-10        1.129816e-10        
1.5094e-15     9.850189e-01        1.498112e-02        1.134075e-10        1.132934e-10        
1.5115e-15     9.849983e-01        1.500168e-02        1.137207e-10        1.136060e-10        
1.5136e-15     9.849777e-01        1.502226e-02        1.140346e-10        1.139195e-10        
1.5157e-15     9.849571e-01        1.504288e-02        1.143495e-10        1.142339e-10        
1.5178e-15     9.849365e-01        1.506352e-02        1.146652e-10        1.145491e-10        
1.5199e-15     9.849158e-01        1.508419e-02        1.149818e-10        1.148652e-10        
1.5220e-15     9.848951e-01        1.510488e-02        1.152992e-10        1.151822e-10        
1.5241e-15     9.848744e-01        1.512561e-02        1.156175e-10        1.155000e-10        
1.5262e-15     9.848536e-01        1.514636e-02        1.159368e-10        1.158187e-10        
1.5283e-15     9.848329e-01        1.516715e-02        1.162568e-10        1.161383e-10        
1.5304e-15     9.848120e-01        1.518796e-02        1.165778e-10        1.164588e-10        
1.5326e-15     9.847912e-01        1.520880e-02        1.168997e-10        1.167802e-10        
1.5347e-15     9.847703e-01        1.522966e-02        1.172224e-10        1.171024e-10        
1.5368e-15     9.847494e-01        1.525056e-02        1.175460e-10        1.174256e-10        
1.5389e-15     9.847285e-01        1.527148e-02        1.178706e-10        1.177496e-10        
1.5411e-15     9.847076e-01        1.529244e-02        1.181960e-10        1.180745e-10        
1.5432e-15     9.846866e-01        1.531342e-02        1.185223e-10        1.184003e-10        
1.5453e-15     9.846656e-01        1.533443e-02        1.188495e-10        1.187270e-10        
1.5475e-15     9.846445e-01        1.535547e-02        1.191776e-10        1.190546e-10        
1.5496e-15     9.846235e-01        1.537653e-02        1.195067e-10        1.193831e-10        
1.5517e-15     9.846024e-01        1.539763e-02        1.198366e-10        1.197126e-10        
1.5539e-15     9.845812e-01        1.541875e-02        1.201674e-10        1.200429e-10        
1.5560e-15     9.845601e-01        1.543991e-02        1.204992e-10        1.203741e-10        
1.5582e-15     9.845389e-01        1.546109e-02        1.208318e-10        1.207063e-10        
1.5603e-15     9.845177e-01        1.548230e-02        1.211654e-10        1.210393e-10        
1.5625e-15     9.844965e-01        1.550354e-02        1.214999e-10        1.213733e-10        
1.5647e-15     9.844752e-01        1.552481e-02        1.218354e-10        1.217082e-10        
1.5668e-15     9.844539e-01        1.554611e-02        1.221717e-10        1.220440e-10        
1.5690e-15     9.844326e-01        1.556743e-02        1.225090e-10        1.223808e-10        
1.5712e-15     9.844112e-01        1.558879e-02        1.228472e-10        1.227185e-10        
1.5733e-15     9.843898e-01        1.561017e-02        1.231863e-10        1.230571e-10        
1.5755e-15     9.843684e-01        1.563159e-02        1.235264e-10        1.233966e-10        
1.5777e-15     9.843470e-01        1.565303e-02        1.238674e-10        1.237371e-10        
1.5799e-15     9.843255e-01        1.567450e-02        1.242094e-10        1.240785e-10        
1.5820e-15     9.843040e-01        1.569600e-02        1.245523e-10        1.244209e-10        
1.5842e-15     9.842825e-01        1.571753e-02        1.248961e-10        1.247642e-10        
1.5864e-15     9.842609e-01        1.573909e-02        1.252409e-10        1.251084e-10        
1.5886e-15     9.842393e-01        1.576068e-02        1.255867e-10        1.254536e-10        
1.5908e-15     9.842177e-01        1.578230e-02        1.259334e-10        1.257998e-10        
1.5930e-15     9.841961e-01        1.580395e-02        1.262810e-10        1.261469e-10        
1.5952e-15     9.841744e-01        1.582563e-02        1.266296e-10        1.264949e-10        
1.5974e-15     9.841527e-01        1.584733e-02        1.269792e-10        1.268439e-10        
