Excitation Kinetics:
Time (s)       S0                  S1                  
8.1788e-13     2.825244e-04        9.997175e-01        
8.1901e-13     2.793699e-04        9.997206e-01        
8.2015e-13     2.762467e-04        9.997238e-01        
8.2128e-13     2.731544e-04        9.997268e-01        
8.2242e-13     2.700927e-04        9.997299e-01        
8.2355e-13     2.670615e-04        9.997329e-01        
8.2469e-13     2.640604e-04        9.997359e-01        
8.2583e-13     2.610892e-04        9.997389e-01        
8.2697e-13     2.581476e-04        9.997419e-01        
8.2812e-13     2.552355e-04        9.997448e-01        
8.2926e-13     2.523525e-04        9.997476e-01        
8.3041e-13     2.494984e-04        9.997505e-01        
8.3156e-13     2.466730e-04        9.997533e-01        
8.3271e-13     2.438760e-04        9.997561e-01        
8.3386e-13     2.411071e-04        9.997589e-01        
8.3501e-13     2.383662e-04        9.997616e-01        
8.3617e-13     2.356530e-04        9.997643e-01        
8.3732e-13     2.329672e-04        9.997670e-01        
8.3848e-13     2.303087e-04        9.997697e-01        
8.3964e-13     2.276772e-04        9.997723e-01        
8.4080e-13     2.250724e-04        9.997749e-01        
8.4196e-13     2.224941e-04        9.997775e-01        
8.4313e-13     2.199421e-04        9.997801e-01        
8.4429e-13     2.174162e-04        9.997826e-01        
8.4546e-13     2.149162e-04        9.997851e-01        
8.4663e-13     2.124417e-04        9.997876e-01        
8.4780e-13     2.099927e-04        9.997900e-01        
8.4897e-13     2.075688e-04        9.997924e-01        
8.5014e-13     2.051699e-04        9.997948e-01        
8.5132e-13     2.027957e-04        9.997972e-01        
8.5250e-13     2.004461e-04        9.997996e-01        
8.5368e-13     1.981207e-04        9.998019e-01        
8.5486e-13     1.958194e-04        9.998042e-01        
8.5604e-13     1.935420e-04        9.998065e-01        
8.5722e-13     1.912883e-04        9.998087e-01        
8.5841e-13     1.890581e-04        9.998109e-01        
8.5959e-13     1.868510e-04        9.998131e-01        
8.6078e-13     1.846671e-04        9.998153e-01        
8.6197e-13     1.825059e-04        9.998175e-01        
8.6316e-13     1.803674e-04        9.998196e-01        
8.6436e-13     1.782513e-04        9.998217e-01        
8.6555e-13     1.761575e-04        9.998238e-01        
8.6675e-13     1.740857e-04        9.998259e-01        
8.6795e-13     1.720357e-04        9.998280e-01        
8.6915e-13     1.700073e-04        9.998300e-01        
8.7035e-13     1.680004e-04        9.998320e-01        
8.7155e-13     1.660148e-04        9.998340e-01        
8.7276e-13     1.640502e-04        9.998359e-01        
8.7397e-13     1.621064e-04        9.998379e-01        
8.7517e-13     1.601834e-04        9.998398e-01        
8.7638e-13     1.582808e-04        9.998417e-01        
8.7760e-13     1.563985e-04        9.998436e-01        
8.7881e-13     1.545364e-04        9.998455e-01        
8.8002e-13     1.526942e-04        9.998473e-01        
8.8124e-13     1.508717e-04        9.998491e-01        
8.8246e-13     1.490688e-04        9.998509e-01        
8.8368e-13     1.472852e-04        9.998527e-01        
8.8490e-13     1.455209e-04        9.998545e-01        
8.8612e-13     1.437756e-04        9.998562e-01        
8.8735e-13     1.420492e-04        9.998580e-01        
8.8858e-13     1.403414e-04        9.998597e-01        
8.8981e-13     1.386522e-04        9.998613e-01        
8.9104e-13     1.369813e-04        9.998630e-01        
8.9227e-13     1.353285e-04        9.998647e-01        
8.9350e-13     1.336938e-04        9.998663e-01        
8.9474e-13     1.320768e-04        9.998679e-01        
8.9597e-13     1.304776e-04        9.998695e-01        
8.9721e-13     1.288958e-04        9.998711e-01        
8.9845e-13     1.273313e-04        9.998727e-01        
8.9970e-13     1.257840e-04        9.998742e-01        
9.0094e-13     1.242537e-04        9.998757e-01        
9.0218e-13     1.227403e-04        9.998773e-01        
9.0343e-13     1.212435e-04        9.998788e-01        
9.0468e-13     1.197633e-04        9.998802e-01        
9.0593e-13     1.182994e-04        9.998817e-01        
9.0718e-13     1.168518e-04        9.998831e-01        
9.0844e-13     1.154202e-04        9.998846e-01        
9.0970e-13     1.140045e-04        9.998860e-01        
9.1095e-13     1.126045e-04        9.998874e-01        
9.1221e-13     1.112201e-04        9.998888e-01        
9.1347e-13     1.098512e-04        9.998901e-01        
9.1474e-13     1.084976e-04        9.998915e-01        
9.1600e-13     1.071592e-04        9.998928e-01        
9.1727e-13     1.058357e-04        9.998942e-01        
9.1854e-13     1.045271e-04        9.998955e-01        
9.1981e-13     1.032333e-04        9.998968e-01        
9.2108e-13     1.019540e-04        9.998980e-01        
9.2235e-13     1.006891e-04        9.998993e-01        
9.2363e-13     9.943851e-05        9.999006e-01        
9.2490e-13     9.820209e-05        9.999018e-01        
9.2618e-13     9.697967e-05        9.999030e-01        
9.2746e-13     9.577113e-05        9.999042e-01        
9.2875e-13     9.457633e-05        9.999054e-01        
9.3003e-13     9.339513e-05        9.999066e-01        
9.3132e-13     9.222740e-05        9.999078e-01        
9.3260e-13     9.107301e-05        9.999089e-01        
9.3389e-13     8.993182e-05        9.999101e-01        
9.3518e-13     8.880371e-05        9.999112e-01        
9.3648e-13     8.768854e-05        9.999123e-01        
9.3777e-13     8.658618e-05        9.999134e-01        
9.3907e-13     8.549651e-05        9.999145e-01        
9.4037e-13     8.441940e-05        9.999156e-01        
9.4167e-13     8.335472e-05        9.999166e-01        
9.4297e-13     8.230235e-05        9.999177e-01        
9.4427e-13     8.126217e-05        9.999187e-01        
9.4558e-13     8.023405e-05        9.999198e-01        
9.4689e-13     7.921788e-05        9.999208e-01        
9.4820e-13     7.821352e-05        9.999218e-01        
9.4951e-13     7.722087e-05        9.999228e-01        
9.5082e-13     7.623980e-05        9.999238e-01        
9.5213e-13     7.527020e-05        9.999247e-01        
9.5345e-13     7.431194e-05        9.999257e-01        
9.5477e-13     7.336492e-05        9.999266e-01        
9.5609e-13     7.242902e-05        9.999276e-01        
9.5741e-13     7.150412e-05        9.999285e-01        
9.5873e-13     7.059012e-05        9.999294e-01        
9.6006e-13     6.968689e-05        9.999303e-01        
9.6139e-13     6.879434e-05        9.999312e-01        
9.6272e-13     6.791234e-05        9.999321e-01        
9.6405e-13     6.704080e-05        9.999330e-01        
9.6538e-13     6.617960e-05        9.999338e-01        
9.6672e-13     6.532863e-05        9.999347e-01        
9.6805e-13     6.448780e-05        9.999355e-01        
9.6939e-13     6.365699e-05        9.999363e-01        
9.7073e-13     6.283610e-05        9.999372e-01        
9.7207e-13     6.202502e-05        9.999380e-01        
9.7342e-13     6.122366e-05        9.999388e-01        
9.7476e-13     6.043192e-05        9.999396e-01        
9.7611e-13     5.964968e-05        9.999404e-01        
9.7746e-13     5.887686e-05        9.999411e-01        
9.7881e-13     5.811335e-05        9.999419e-01        
9.8016e-13     5.735906e-05        9.999426e-01        
9.8152e-13     5.661388e-05        9.999434e-01        
9.8288e-13     5.587772e-05        9.999441e-01        
9.8424e-13     5.515049e-05        9.999448e-01        
9.8560e-13     5.443209e-05        9.999456e-01        
9.8696e-13     5.372243e-05        9.999463e-01        
9.8832e-13     5.302141e-05        9.999470e-01        
9.8969e-13     5.232894e-05        9.999477e-01        
9.9106e-13     5.164493e-05        9.999484e-01        
9.9243e-13     5.096930e-05        9.999490e-01        
9.9380e-13     5.030194e-05        9.999497e-01        
9.9518e-13     4.964277e-05        9.999504e-01        
9.9655e-13     4.899171e-05        9.999510e-01        
9.9793e-13     4.834866e-05        9.999517e-01        
9.9931e-13     4.771354e-05        9.999523e-01        
1.0007e-12     4.708626e-05        9.999529e-01        
1.0021e-12     4.646674e-05        9.999535e-01        
1.0035e-12     4.585490e-05        9.999541e-01        
1.0048e-12     4.525064e-05        9.999547e-01        
1.0062e-12     4.465390e-05        9.999553e-01        
1.0076e-12     4.406457e-05        9.999559e-01        
1.0090e-12     4.348260e-05        9.999565e-01        
1.0104e-12     4.290788e-05        9.999571e-01        
1.0118e-12     4.234035e-05        9.999577e-01        
1.0132e-12     4.177993e-05        9.999582e-01        
1.0146e-12     4.122653e-05        9.999588e-01        
1.0160e-12     4.068008e-05        9.999593e-01        
1.0174e-12     4.014051e-05        9.999599e-01        
1.0188e-12     3.960773e-05        9.999604e-01        
1.0202e-12     3.908167e-05        9.999609e-01        
1.0216e-12     3.856226e-05        9.999614e-01        
1.0231e-12     3.804942e-05        9.999620e-01        
1.0245e-12     3.754308e-05        9.999625e-01        
1.0259e-12     3.704316e-05        9.999630e-01        
1.0273e-12     3.654960e-05        9.999635e-01        
1.0287e-12     3.606233e-05        9.999639e-01        
1.0302e-12     3.558126e-05        9.999644e-01        
1.0316e-12     3.510634e-05        9.999649e-01        
1.0330e-12     3.463750e-05        9.999654e-01        
1.0344e-12     3.417466e-05        9.999658e-01        
1.0359e-12     3.371775e-05        9.999663e-01        
1.0373e-12     3.326672e-05        9.999667e-01        
1.0387e-12     3.282149e-05        9.999672e-01        
1.0402e-12     3.238200e-05        9.999676e-01        
1.0416e-12     3.194818e-05        9.999681e-01        
1.0430e-12     3.151996e-05        9.999685e-01        
1.0445e-12     3.109729e-05        9.999689e-01        
1.0459e-12     3.068010e-05        9.999693e-01        
1.0474e-12     3.026833e-05        9.999697e-01        
1.0488e-12     2.986191e-05        9.999701e-01        
1.0503e-12     2.946079e-05        9.999705e-01        
1.0517e-12     2.906490e-05        9.999709e-01        
1.0532e-12     2.867418e-05        9.999713e-01        
1.0546e-12     2.828857e-05        9.999717e-01        
1.0561e-12     2.790801e-05        9.999721e-01        
1.0576e-12     2.753245e-05        9.999725e-01        
1.0590e-12     2.716183e-05        9.999728e-01        
1.0605e-12     2.679608e-05        9.999732e-01        
1.0619e-12     2.643515e-05        9.999736e-01        
1.0634e-12     2.607899e-05        9.999739e-01        
1.0649e-12     2.572754e-05        9.999743e-01        
1.0664e-12     2.538075e-05        9.999746e-01        
1.0678e-12     2.503855e-05        9.999750e-01        
1.0693e-12     2.470090e-05        9.999753e-01        
1.0708e-12     2.436774e-05        9.999756e-01        
1.0723e-12     2.403902e-05        9.999760e-01        
1.0737e-12     2.371469e-05        9.999763e-01        
1.0752e-12     2.339469e-05        9.999766e-01        
1.0767e-12     2.307898e-05        9.999769e-01        
1.0782e-12     2.276749e-05        9.999772e-01        
1.0797e-12     2.246019e-05        9.999775e-01        
1.0812e-12     2.215702e-05        9.999778e-01        
1.0827e-12     2.185793e-05        9.999781e-01        
1.0842e-12     2.156288e-05        9.999784e-01        
1.0857e-12     2.127181e-05        9.999787e-01        
1.0872e-12     2.098468e-05        9.999790e-01        
1.0887e-12     2.070143e-05        9.999793e-01        
1.0902e-12     2.042203e-05        9.999796e-01        
1.0917e-12     2.014643e-05        9.999799e-01        
1.0932e-12     1.987458e-05        9.999801e-01        
1.0947e-12     1.960643e-05        9.999804e-01        
1.0962e-12     1.934195e-05        9.999807e-01        
1.0978e-12     1.908107e-05        9.999809e-01        
1.0993e-12     1.882377e-05        9.999812e-01        
1.1008e-12     1.857000e-05        9.999814e-01        
1.1023e-12     1.831972e-05        9.999817e-01        
1.1038e-12     1.807287e-05        9.999819e-01        
1.1054e-12     1.782943e-05        9.999822e-01        
1.1069e-12     1.758934e-05        9.999824e-01        
1.1084e-12     1.735257e-05        9.999826e-01        
1.1100e-12     1.711908e-05        9.999829e-01        
1.1115e-12     1.688882e-05        9.999831e-01        
1.1130e-12     1.666176e-05        9.999833e-01        
1.1146e-12     1.643786e-05        9.999836e-01        
1.1161e-12     1.621707e-05        9.999838e-01        
1.1176e-12     1.599936e-05        9.999840e-01        
1.1192e-12     1.578469e-05        9.999842e-01        
1.1207e-12     1.557302e-05        9.999844e-01        
1.1223e-12     1.536431e-05        9.999846e-01        
1.1238e-12     1.515854e-05        9.999848e-01        
1.1254e-12     1.495565e-05        9.999850e-01        
1.1270e-12     1.475562e-05        9.999852e-01        
1.1285e-12     1.455840e-05        9.999854e-01        
1.1301e-12     1.436397e-05        9.999856e-01        
1.1316e-12     1.417229e-05        9.999858e-01        
1.1332e-12     1.398331e-05        9.999860e-01        
1.1348e-12     1.379702e-05        9.999862e-01        
1.1363e-12     1.361337e-05        9.999864e-01        
1.1379e-12     1.343234e-05        9.999866e-01        
1.1395e-12     1.325388e-05        9.999867e-01        
1.1411e-12     1.307796e-05        9.999869e-01        
1.1426e-12     1.290456e-05        9.999871e-01        
1.1442e-12     1.273364e-05        9.999873e-01        
1.1458e-12     1.256516e-05        9.999874e-01        
1.1474e-12     1.239910e-05        9.999876e-01        
1.1490e-12     1.223543e-05        9.999878e-01        
1.1506e-12     1.207412e-05        9.999879e-01        
1.1521e-12     1.191512e-05        9.999881e-01        
1.1537e-12     1.175843e-05        9.999882e-01        
1.1553e-12     1.160400e-05        9.999884e-01        
1.1569e-12     1.145180e-05        9.999885e-01        
1.1585e-12     1.130181e-05        9.999887e-01        
1.1601e-12     1.115400e-05        9.999888e-01        
1.1617e-12     1.100833e-05        9.999890e-01        
1.1633e-12     1.086479e-05        9.999891e-01        
1.1649e-12     1.072334e-05        9.999893e-01        
1.1666e-12     1.058396e-05        9.999894e-01        
1.1682e-12     1.044662e-05        9.999896e-01        
1.1698e-12     1.031128e-05        9.999897e-01        
1.1714e-12     1.017794e-05        9.999898e-01        
1.1730e-12     1.004655e-05        9.999900e-01        
1.1746e-12     9.917100e-06        9.999901e-01        
1.1763e-12     9.789555e-06        9.999902e-01        
1.1779e-12     9.663893e-06        9.999903e-01        
1.1795e-12     9.540088e-06        9.999905e-01        
1.1812e-12     9.418117e-06        9.999906e-01        
1.1828e-12     9.297954e-06        9.999907e-01        
1.1844e-12     9.179575e-06        9.999908e-01        
1.1861e-12     9.062957e-06        9.999909e-01        
1.1877e-12     8.948075e-06        9.999911e-01        
1.1893e-12     8.834908e-06        9.999912e-01        
1.1910e-12     8.723431e-06        9.999913e-01        
1.1926e-12     8.613621e-06        9.999914e-01        
1.1943e-12     8.505457e-06        9.999915e-01        
1.1959e-12     8.398916e-06        9.999916e-01        
1.1976e-12     8.293977e-06        9.999917e-01        
1.1992e-12     8.190616e-06        9.999918e-01        
1.2009e-12     8.088814e-06        9.999919e-01        
1.2026e-12     7.988548e-06        9.999920e-01        
1.2042e-12     7.889799e-06        9.999921e-01        
1.2059e-12     7.792544e-06        9.999922e-01        
1.2076e-12     7.696765e-06        9.999923e-01        
1.2092e-12     7.602439e-06        9.999924e-01        
1.2109e-12     7.509549e-06        9.999925e-01        
1.2126e-12     7.418073e-06        9.999926e-01        
1.2143e-12     7.327993e-06        9.999927e-01        
1.2159e-12     7.239289e-06        9.999928e-01        
1.2176e-12     7.151942e-06        9.999928e-01        
1.2193e-12     7.065934e-06        9.999929e-01        
1.2210e-12     6.981245e-06        9.999930e-01        
1.2227e-12     6.897859e-06        9.999931e-01        
1.2244e-12     6.815755e-06        9.999932e-01        
1.2261e-12     6.734917e-06        9.999933e-01        
1.2277e-12     6.655328e-06        9.999933e-01        
1.2294e-12     6.576969e-06        9.999934e-01        
1.2311e-12     6.499823e-06        9.999935e-01        
1.2328e-12     6.423873e-06        9.999936e-01        
1.2346e-12     6.349103e-06        9.999937e-01        
1.2363e-12     6.275496e-06        9.999937e-01        
1.2380e-12     6.203036e-06        9.999938e-01        
1.2397e-12     6.131706e-06        9.999939e-01        
1.2414e-12     6.061490e-06        9.999939e-01        
1.2431e-12     5.992373e-06        9.999940e-01        
1.2448e-12     5.924339e-06        9.999941e-01        
1.2465e-12     5.857373e-06        9.999941e-01        
1.2483e-12     5.791459e-06        9.999942e-01        
1.2500e-12     5.726583e-06        9.999943e-01        
1.2517e-12     5.662730e-06        9.999943e-01        
1.2535e-12     5.599884e-06        9.999944e-01        
1.2552e-12     5.538032e-06        9.999945e-01        
1.2569e-12     5.477160e-06        9.999945e-01        
1.2587e-12     5.417253e-06        9.999946e-01        
1.2604e-12     5.358297e-06        9.999946e-01        
1.2621e-12     5.300279e-06        9.999947e-01        
1.2639e-12     5.243186e-06        9.999948e-01        
1.2656e-12     5.187003e-06        9.999948e-01        
1.2674e-12     5.131717e-06        9.999949e-01        
1.2691e-12     5.077316e-06        9.999949e-01        
1.2709e-12     5.023787e-06        9.999950e-01        
1.2727e-12     4.971117e-06        9.999950e-01        
1.2744e-12     4.919294e-06        9.999951e-01        
1.2762e-12     4.868305e-06        9.999951e-01        
1.2779e-12     4.818137e-06        9.999952e-01        
1.2797e-12     4.768780e-06        9.999952e-01        
1.2815e-12     4.720220e-06        9.999953e-01        
1.2832e-12     4.672447e-06        9.999953e-01        
1.2850e-12     4.625448e-06        9.999954e-01        
1.2868e-12     4.579213e-06        9.999954e-01        
1.2886e-12     4.533730e-06        9.999955e-01        
1.2904e-12     4.488987e-06        9.999955e-01        
1.2921e-12     4.444974e-06        9.999956e-01        
1.2939e-12     4.401681e-06        9.999956e-01        
1.2957e-12     4.359096e-06        9.999956e-01        
1.2975e-12     4.317208e-06        9.999957e-01        
1.2993e-12     4.276008e-06        9.999957e-01        
1.3011e-12     4.235485e-06        9.999958e-01        
1.3029e-12     4.195629e-06        9.999958e-01        
1.3047e-12     4.156430e-06        9.999958e-01        
1.3065e-12     4.117878e-06        9.999959e-01        
1.3083e-12     4.079963e-06        9.999959e-01        
1.3101e-12     4.042676e-06        9.999960e-01        
1.3119e-12     4.006007e-06        9.999960e-01        
1.3137e-12     3.969947e-06        9.999960e-01        
1.3156e-12     3.934487e-06        9.999961e-01        
1.3174e-12     3.899618e-06        9.999961e-01        
1.3192e-12     3.865330e-06        9.999961e-01        
1.3210e-12     3.831615e-06        9.999962e-01        
1.3229e-12     3.798463e-06        9.999962e-01        
1.3247e-12     3.765868e-06        9.999962e-01        
1.3265e-12     3.733819e-06        9.999963e-01        
1.3283e-12     3.702309e-06        9.999963e-01        
1.3302e-12     3.671329e-06        9.999963e-01        
1.3320e-12     3.640871e-06        9.999964e-01        
1.3339e-12     3.610927e-06        9.999964e-01        
1.3357e-12     3.581490e-06        9.999964e-01        
1.3376e-12     3.552550e-06        9.999964e-01        
1.3394e-12     3.524102e-06        9.999965e-01        
1.3413e-12     3.496136e-06        9.999965e-01        
1.3431e-12     3.468646e-06        9.999965e-01        
1.3450e-12     3.441624e-06        9.999966e-01        
1.3468e-12     3.415063e-06        9.999966e-01        
1.3487e-12     3.388956e-06        9.999966e-01        
1.3506e-12     3.363295e-06        9.999966e-01        
1.3524e-12     3.338074e-06        9.999967e-01        
1.3543e-12     3.313285e-06        9.999967e-01        
1.3562e-12     3.288922e-06        9.999967e-01        
1.3580e-12     3.264979e-06        9.999967e-01        
1.3599e-12     3.241448e-06        9.999968e-01        
1.3618e-12     3.218323e-06        9.999968e-01        
1.3637e-12     3.195598e-06        9.999968e-01        
1.3656e-12     3.173266e-06        9.999968e-01        
1.3675e-12     3.151322e-06        9.999968e-01        
1.3693e-12     3.129758e-06        9.999969e-01        
1.3712e-12     3.108569e-06        9.999969e-01        
1.3731e-12     3.087749e-06        9.999969e-01        
1.3750e-12     3.067292e-06        9.999969e-01        
1.3769e-12     3.047193e-06        9.999970e-01        
1.3788e-12     3.027444e-06        9.999970e-01        
1.3807e-12     3.008042e-06        9.999970e-01        
1.3827e-12     2.988980e-06        9.999970e-01        
1.3846e-12     2.970253e-06        9.999970e-01        
1.3865e-12     2.951856e-06        9.999970e-01        
1.3884e-12     2.933782e-06        9.999971e-01        
1.3903e-12     2.916027e-06        9.999971e-01        
1.3922e-12     2.898587e-06        9.999971e-01        
1.3942e-12     2.881454e-06        9.999971e-01        
1.3961e-12     2.864626e-06        9.999971e-01        
1.3980e-12     2.848096e-06        9.999972e-01        
1.4000e-12     2.831860e-06        9.999972e-01        
1.4019e-12     2.815913e-06        9.999972e-01        
1.4038e-12     2.800250e-06        9.999972e-01        
1.4058e-12     2.784867e-06        9.999972e-01        
1.4077e-12     2.769758e-06        9.999972e-01        
1.4097e-12     2.754921e-06        9.999972e-01        
1.4116e-12     2.740349e-06        9.999973e-01        
1.4136e-12     2.726040e-06        9.999973e-01        
1.4155e-12     2.711987e-06        9.999973e-01        
1.4175e-12     2.698188e-06        9.999973e-01        
1.4194e-12     2.684637e-06        9.999973e-01        
1.4214e-12     2.671332e-06        9.999973e-01        
1.4234e-12     2.658267e-06        9.999973e-01        
1.4253e-12     2.645439e-06        9.999974e-01        
1.4273e-12     2.632843e-06        9.999974e-01        
1.4293e-12     2.620477e-06        9.999974e-01        
1.4313e-12     2.608335e-06        9.999974e-01        
1.4332e-12     2.596415e-06        9.999974e-01        
1.4352e-12     2.584713e-06        9.999974e-01        
1.4372e-12     2.573224e-06        9.999974e-01        
1.4392e-12     2.561945e-06        9.999974e-01        
1.4412e-12     2.550874e-06        9.999974e-01        
1.4432e-12     2.540006e-06        9.999975e-01        
1.4452e-12     2.529337e-06        9.999975e-01        
1.4472e-12     2.518865e-06        9.999975e-01        
1.4492e-12     2.508586e-06        9.999975e-01        
1.4512e-12     2.498497e-06        9.999975e-01        
1.4532e-12     2.488595e-06        9.999975e-01        
1.4552e-12     2.478875e-06        9.999975e-01        
1.4572e-12     2.469337e-06        9.999975e-01        
1.4592e-12     2.459975e-06        9.999975e-01        
1.4612e-12     2.450788e-06        9.999975e-01        
1.4632e-12     2.441772e-06        9.999976e-01        
1.4653e-12     2.432924e-06        9.999976e-01        
1.4673e-12     2.424241e-06        9.999976e-01        
1.4693e-12     2.415721e-06        9.999976e-01        
1.4714e-12     2.407360e-06        9.999976e-01        
1.4734e-12     2.399157e-06        9.999976e-01        
1.4754e-12     2.391108e-06        9.999976e-01        
1.4775e-12     2.383210e-06        9.999976e-01        
1.4795e-12     2.375461e-06        9.999976e-01        
1.4816e-12     2.367858e-06        9.999976e-01        
1.4836e-12     2.360399e-06        9.999976e-01        
1.4857e-12     2.353082e-06        9.999976e-01        
1.4877e-12     2.345903e-06        9.999977e-01        
1.4898e-12     2.338860e-06        9.999977e-01        
1.4918e-12     2.331952e-06        9.999977e-01        
1.4939e-12     2.325175e-06        9.999977e-01        
1.4960e-12     2.318527e-06        9.999977e-01        
1.4980e-12     2.312006e-06        9.999977e-01        
1.5001e-12     2.305610e-06        9.999977e-01        
1.5022e-12     2.299337e-06        9.999977e-01        
1.5042e-12     2.293184e-06        9.999977e-01        
1.5063e-12     2.287149e-06        9.999977e-01        
1.5084e-12     2.281230e-06        9.999977e-01        
1.5105e-12     2.275425e-06        9.999977e-01        
1.5126e-12     2.269733e-06        9.999977e-01        
1.5147e-12     2.264150e-06        9.999977e-01        
1.5168e-12     2.258676e-06        9.999977e-01        
1.5189e-12     2.253307e-06        9.999977e-01        
1.5210e-12     2.248043e-06        9.999978e-01        
1.5231e-12     2.242881e-06        9.999978e-01        
1.5252e-12     2.237820e-06        9.999978e-01        
1.5273e-12     2.232857e-06        9.999978e-01        
1.5294e-12     2.227992e-06        9.999978e-01        
1.5315e-12     2.223221e-06        9.999978e-01        
1.5336e-12     2.218544e-06        9.999978e-01        
1.5357e-12     2.213958e-06        9.999978e-01        
1.5379e-12     2.209463e-06        9.999978e-01        
1.5400e-12     2.205056e-06        9.999978e-01        
1.5421e-12     2.200736e-06        9.999978e-01        
1.5443e-12     2.196501e-06        9.999978e-01        
1.5464e-12     2.192350e-06        9.999978e-01        
1.5485e-12     2.188281e-06        9.999978e-01        
1.5507e-12     2.184292e-06        9.999978e-01        
1.5528e-12     2.180383e-06        9.999978e-01        
1.5550e-12     2.176551e-06        9.999978e-01        
1.5571e-12     2.172796e-06        9.999978e-01        
1.5593e-12     2.169116e-06        9.999978e-01        
1.5614e-12     2.165508e-06        9.999978e-01        
1.5636e-12     2.161974e-06        9.999978e-01        
1.5657e-12     2.158509e-06        9.999978e-01        
1.5679e-12     2.155115e-06        9.999978e-01        
1.5701e-12     2.151788e-06        9.999978e-01        
1.5722e-12     2.148528e-06        9.999979e-01        
1.5744e-12     2.145334e-06        9.999979e-01        
1.5766e-12     2.142205e-06        9.999979e-01        
1.5788e-12     2.139138e-06        9.999979e-01        
1.5810e-12     2.136134e-06        9.999979e-01        
1.5831e-12     2.133190e-06        9.999979e-01        
1.5853e-12     2.130306e-06        9.999979e-01        
1.5875e-12     2.127481e-06        9.999979e-01        
1.5897e-12     2.124713e-06        9.999979e-01        
1.5919e-12     2.122002e-06        9.999979e-01        
1.5941e-12     2.119346e-06        9.999979e-01        
1.5963e-12     2.116744e-06        9.999979e-01        
1.5985e-12     2.114196e-06        9.999979e-01        
1.6007e-12     2.111699e-06        9.999979e-01        
1.6030e-12     2.109254e-06        9.999979e-01        
1.6052e-12     2.106859e-06        9.999979e-01        
1.6074e-12     2.104514e-06        9.999979e-01        
1.6096e-12     2.102216e-06        9.999979e-01        
1.6118e-12     2.099967e-06        9.999979e-01        
1.6141e-12     2.097763e-06        9.999979e-01        
1.6163e-12     2.095606e-06        9.999979e-01        
1.6185e-12     2.093493e-06        9.999979e-01        
1.6208e-12     2.091424e-06        9.999979e-01        
1.6230e-12     2.089398e-06        9.999979e-01        
1.6253e-12     2.087414e-06        9.999979e-01        
1.6275e-12     2.085471e-06        9.999979e-01        
1.6298e-12     2.083569e-06        9.999979e-01        
1.6320e-12     2.081707e-06        9.999979e-01        
1.6343e-12     2.079884e-06        9.999979e-01        
1.6365e-12     2.078099e-06        9.999979e-01        
1.6388e-12     2.076352e-06        9.999979e-01        
1.6410e-12     2.074641e-06        9.999979e-01        
1.6433e-12     2.072966e-06        9.999979e-01        
1.6456e-12     2.071327e-06        9.999979e-01        
1.6479e-12     2.069722e-06        9.999979e-01        
1.6501e-12     2.068152e-06        9.999979e-01        
1.6524e-12     2.066614e-06        9.999979e-01        
1.6547e-12     2.065109e-06        9.999979e-01        
1.6570e-12     2.063637e-06        9.999979e-01        
1.6593e-12     2.062195e-06        9.999979e-01        
1.6616e-12     2.060784e-06        9.999979e-01        
1.6639e-12     2.059404e-06        9.999979e-01        
1.6662e-12     2.058053e-06        9.999979e-01        
1.6685e-12     2.056731e-06        9.999979e-01        
1.6708e-12     2.055437e-06        9.999979e-01        
1.6731e-12     2.054171e-06        9.999979e-01        
1.6754e-12     2.052932e-06        9.999979e-01        
1.6777e-12     2.051720e-06        9.999979e-01        
1.6801e-12     2.050534e-06        9.999979e-01        
1.6824e-12     2.049373e-06        9.999980e-01        
1.6847e-12     2.048238e-06        9.999980e-01        
1.6870e-12     2.047127e-06        9.999980e-01        
1.6894e-12     2.046040e-06        9.999980e-01        
1.6917e-12     2.044977e-06        9.999980e-01        
1.6940e-12     2.043938e-06        9.999980e-01        
1.6964e-12     2.042920e-06        9.999980e-01        
1.6987e-12     2.041925e-06        9.999980e-01        
1.7011e-12     2.040952e-06        9.999980e-01        
1.7034e-12     2.040000e-06        9.999980e-01        
1.7058e-12     2.039069e-06        9.999980e-01        
1.7081e-12     2.038158e-06        9.999980e-01        
1.7105e-12     2.037267e-06        9.999980e-01        
1.7129e-12     2.036396e-06        9.999980e-01        
1.7152e-12     2.035544e-06        9.999980e-01        
1.7176e-12     2.034711e-06        9.999980e-01        
1.7200e-12     2.033896e-06        9.999980e-01        
1.7224e-12     2.033100e-06        9.999980e-01        
1.7247e-12     2.032321e-06        9.999980e-01        
1.7271e-12     2.031559e-06        9.999980e-01        
1.7295e-12     2.030814e-06        9.999980e-01        
1.7319e-12     2.030086e-06        9.999980e-01        
1.7343e-12     2.029374e-06        9.999980e-01        
1.7367e-12     2.028678e-06        9.999980e-01        
1.7391e-12     2.027997e-06        9.999980e-01        
1.7415e-12     2.027332e-06        9.999980e-01        
1.7439e-12     2.026682e-06        9.999980e-01        
1.7463e-12     2.026046e-06        9.999980e-01        
1.7487e-12     2.025424e-06        9.999980e-01        
1.7512e-12     2.024817e-06        9.999980e-01        
1.7536e-12     2.024223e-06        9.999980e-01        
1.7560e-12     2.023643e-06        9.999980e-01        
1.7584e-12     2.023076e-06        9.999980e-01        
1.7609e-12     2.022521e-06        9.999980e-01        
1.7633e-12     2.021980e-06        9.999980e-01        
1.7657e-12     2.021450e-06        9.999980e-01        
