Excitation Kinetics:
Time (s)       S0                  S1                  T1                  
--------------------------------------------------------------------------------
1.0000e-15     9.900498e-01        9.950166e-03        4.983458e-12        
1.0014e-15     9.900361e-01        9.963855e-03        4.997114e-12        
1.0028e-15     9.900224e-01        9.977562e-03        5.010881e-12        
1.0042e-15     9.900087e-01        9.991289e-03        5.024758e-12        
1.0055e-15     9.899950e-01        1.000503e-02        5.038747e-12        
1.0069e-15     9.899812e-01        1.001880e-02        5.052514e-12        
1.0083e-15     9.899674e-01        1.003258e-02        5.066614e-12        
1.0097e-15     9.899536e-01        1.004638e-02        5.080492e-12        
1.0111e-15     9.899398e-01        1.006020e-02        5.094480e-12        
1.0125e-15     9.899260e-01        1.007404e-02        5.108580e-12        
1.0139e-15     9.899121e-01        1.008790e-02        5.122680e-12        
1.0153e-15     9.898982e-01        1.010178e-02        5.137002e-12        
1.0167e-15     9.898843e-01        1.011567e-02        5.150991e-12        
1.0181e-15     9.898704e-01        1.012959e-02        5.165313e-12        
1.0195e-15     9.898565e-01        1.014352e-02        5.179523e-12        
1.0209e-15     9.898425e-01        1.015748e-02        5.193845e-12        
1.0224e-15     9.898286e-01        1.017145e-02        5.208167e-12        
1.0238e-15     9.898146e-01        1.018544e-02        5.222600e-12        
1.0252e-15     9.898005e-01        1.019945e-02        5.237144e-12        
1.0266e-15     9.897865e-01        1.021348e-02        5.251577e-12        
1.0280e-15     9.897725e-01        1.022753e-02        5.266010e-12        
1.0294e-15     9.897584e-01        1.024160e-02        5.280665e-12        
1.0309e-15     9.897443e-01        1.025569e-02        5.295209e-12        
1.0323e-15     9.897302e-01        1.026979e-02        5.309864e-12        
1.0337e-15     9.897161e-01        1.028392e-02        5.324519e-12        
1.0351e-15     9.897019e-01        1.029807e-02        5.339285e-12        
1.0366e-15     9.896878e-01        1.031223e-02        5.353940e-12        
1.0380e-15     9.896736e-01        1.032641e-02        5.368705e-12        
1.0394e-15     9.896594e-01        1.034062e-02        5.383582e-12        
1.0409e-15     9.896452e-01        1.035484e-02        5.398348e-12        
1.0423e-15     9.896309e-01        1.036908e-02        5.413336e-12        
1.0438e-15     9.896167e-01        1.038335e-02        5.428213e-12        
1.0452e-15     9.896024e-01        1.039763e-02        5.443312e-12        
1.0467e-15     9.895881e-01        1.041193e-02        5.458300e-12        
1.0481e-15     9.895738e-01        1.042625e-02        5.473400e-12        
1.0495e-15     9.895594e-01        1.044059e-02        5.488499e-12        
1.0510e-15     9.895451e-01        1.045495e-02        5.503709e-12        
1.0525e-15     9.895307e-01        1.046933e-02        5.518808e-12        
1.0539e-15     9.895163e-01        1.048373e-02        5.534129e-12        
1.0554e-15     9.895019e-01        1.049815e-02        5.549339e-12        
1.0568e-15     9.894874e-01        1.051259e-02        5.564660e-12        
1.0583e-15     9.894730e-01        1.052704e-02        5.580092e-12        
1.0597e-15     9.894585e-01        1.054152e-02        5.595524e-12        
1.0612e-15     9.894440e-01        1.055602e-02        5.611067e-12        
1.0627e-15     9.894295e-01        1.057054e-02        5.626499e-12        
1.0641e-15     9.894149e-01        1.058508e-02        5.642042e-12        
1.0656e-15     9.894004e-01        1.059963e-02        5.657697e-12        
1.0671e-15     9.893858e-01        1.061421e-02        5.673240e-12        
1.0686e-15     9.893712e-01        1.062881e-02        5.688894e-12        
1.0700e-15     9.893566e-01        1.064343e-02        5.704548e-12        
1.0715e-15     9.893419e-01        1.065806e-02        5.720313e-12        
1.0730e-15     9.893273e-01        1.067272e-02        5.736189e-12        
1.0745e-15     9.893126e-01        1.068740e-02        5.752065e-12        
1.0760e-15     9.892979e-01        1.070210e-02        5.767831e-12        
1.0775e-15     9.892832e-01        1.071681e-02        5.783929e-12        
1.0790e-15     9.892684e-01        1.073155e-02        5.799805e-12        
1.0804e-15     9.892537e-01        1.074631e-02        5.815792e-12        
1.0819e-15     9.892389e-01        1.076109e-02        5.831891e-12        
1.0834e-15     9.892241e-01        1.077588e-02        5.847989e-12        
1.0849e-15     9.892093e-01        1.079070e-02        5.864087e-12        
1.0864e-15     9.891945e-01        1.080554e-02        5.880407e-12        
1.0879e-15     9.891796e-01        1.082040e-02        5.896617e-12        
1.0894e-15     9.891647e-01        1.083528e-02        5.912937e-12        
1.0909e-15     9.891498e-01        1.085018e-02        5.929146e-12        
1.0925e-15     9.891349e-01        1.086510e-02        5.945577e-12        
1.0940e-15     9.891200e-01        1.088004e-02        5.962009e-12        
1.0955e-15     9.891050e-01        1.089500e-02        5.978551e-12        
1.0970e-15     9.890900e-01        1.090998e-02        5.994982e-12        
1.0985e-15     9.890750e-01        1.092499e-02        6.011525e-12        
1.1000e-15     9.890600e-01        1.094001e-02        6.028178e-12        
1.1015e-15     9.890449e-01        1.095505e-02        6.044831e-12        
1.1031e-15     9.890299e-01        1.097011e-02        6.061485e-12        
1.1046e-15     9.890148e-01        1.098520e-02        6.078249e-12        
1.1061e-15     9.889997e-01        1.100030e-02        6.095124e-12        
1.1077e-15     9.889846e-01        1.101543e-02        6.111889e-12        
1.1092e-15     9.889694e-01        1.103058e-02        6.128764e-12        
1.1107e-15     9.889543e-01        1.104574e-02        6.145751e-12        
1.1123e-15     9.889391e-01        1.106093e-02        6.162737e-12        
1.1138e-15     9.889239e-01        1.107614e-02        6.179723e-12        
1.1153e-15     9.889086e-01        1.109137e-02        6.196821e-12        
1.1169e-15     9.888934e-01        1.110662e-02        6.213918e-12        
1.1184e-15     9.888781e-01        1.112189e-02        6.231016e-12        
1.1200e-15     9.888628e-01        1.113718e-02        6.248113e-12        
1.1215e-15     9.888475e-01        1.115249e-02        6.265544e-12        
1.1231e-15     9.888322e-01        1.116783e-02        6.282863e-12        
1.1246e-15     9.888168e-01        1.118318e-02        6.300183e-12        
1.1262e-15     9.888014e-01        1.119856e-02        6.317613e-12        
1.1277e-15     9.887860e-01        1.121395e-02        6.335044e-12        
1.1293e-15     9.887706e-01        1.122937e-02        6.352474e-12        
1.1309e-15     9.887552e-01        1.124481e-02        6.370016e-12        
1.1324e-15     9.887397e-01        1.126027e-02        6.387668e-12        
1.1340e-15     9.887243e-01        1.127575e-02        6.405321e-12        
1.1355e-15     9.887087e-01        1.129125e-02        6.422973e-12        
1.1371e-15     9.886932e-01        1.130677e-02        6.440737e-12        
1.1387e-15     9.886777e-01        1.132232e-02        6.458500e-12        
1.1403e-15     9.886621e-01        1.133788e-02        6.476264e-12        
1.1418e-15     9.886465e-01        1.135347e-02        6.494250e-12        
1.1434e-15     9.886309e-01        1.136908e-02        6.512235e-12        
1.1450e-15     9.886153e-01        1.138471e-02        6.530110e-12        
1.1466e-15     9.885996e-01        1.140036e-02        6.548095e-12        
1.1482e-15     9.885840e-01        1.141603e-02        6.566303e-12        
1.1498e-15     9.885683e-01        1.143173e-02        6.584400e-12        
1.1513e-15     9.885526e-01        1.144744e-02        6.602607e-12        
1.1529e-15     9.885368e-01        1.146318e-02        6.620815e-12        
1.1545e-15     9.885211e-01        1.147894e-02        6.639023e-12        
1.1561e-15     9.885053e-01        1.149472e-02        6.657452e-12        
1.1577e-15     9.884895e-01        1.151052e-02        6.675882e-12        
1.1593e-15     9.884737e-01        1.152634e-02        6.694312e-12        
1.1609e-15     9.884578e-01        1.154218e-02        6.712741e-12        
1.1625e-15     9.884420e-01        1.155805e-02        6.731393e-12        
1.1641e-15     9.884261e-01        1.157394e-02        6.749934e-12        
1.1658e-15     9.884102e-01        1.158985e-02        6.768586e-12        
1.1674e-15     9.883942e-01        1.160578e-02        6.787237e-12        
1.1690e-15     9.883783e-01        1.162173e-02        6.806000e-12        
1.1706e-15     9.883623e-01        1.163771e-02        6.824763e-12        
1.1722e-15     9.883463e-01        1.165370e-02        6.843637e-12        
1.1738e-15     9.883303e-01        1.166972e-02        6.862622e-12        
1.1755e-15     9.883142e-01        1.168576e-02        6.881495e-12        
1.1771e-15     9.882982e-01        1.170182e-02        6.900480e-12        
1.1787e-15     9.882821e-01        1.171791e-02        6.919576e-12        
1.1803e-15     9.882660e-01        1.173402e-02        6.938672e-12        
1.1820e-15     9.882499e-01        1.175014e-02        6.957879e-12        
1.1836e-15     9.882337e-01        1.176629e-02        6.977086e-12        
1.1852e-15     9.882175e-01        1.178247e-02        6.996292e-12        
1.1869e-15     9.882013e-01        1.179866e-02        7.015610e-12        
1.1885e-15     9.881851e-01        1.181488e-02        7.035150e-12        
1.1902e-15     9.881689e-01        1.183112e-02        7.054468e-12        
1.1918e-15     9.881526e-01        1.184738e-02        7.074008e-12        
1.1935e-15     9.881363e-01        1.186366e-02        7.093437e-12        
1.1951e-15     9.881200e-01        1.187997e-02        7.113088e-12        
1.1968e-15     9.881037e-01        1.189629e-02        7.132739e-12        
1.1984e-15     9.880874e-01        1.191264e-02        7.152390e-12        
1.2001e-15     9.880710e-01        1.192902e-02        7.172041e-12        
1.2017e-15     9.880546e-01        1.194541e-02        7.191914e-12        
1.2034e-15     9.880382e-01        1.196183e-02        7.211787e-12        
1.2051e-15     9.880217e-01        1.197827e-02        7.231771e-12        
1.2067e-15     9.880053e-01        1.199473e-02        7.251644e-12        
1.2084e-15     9.879888e-01        1.201121e-02        7.271628e-12        
1.2101e-15     9.879723e-01        1.202772e-02        7.291723e-12        
1.2117e-15     9.879558e-01        1.204425e-02        7.311929e-12        
1.2134e-15     9.879392e-01        1.206080e-02        7.332135e-12        
1.2151e-15     9.879226e-01        1.207738e-02        7.352452e-12        
1.2168e-15     9.879060e-01        1.209397e-02        7.372658e-12        
1.2185e-15     9.878894e-01        1.211059e-02        7.393086e-12        
1.2201e-15     9.878728e-01        1.212724e-02        7.413403e-12        
1.2218e-15     9.878561e-01        1.214390e-02        7.433831e-12        
1.2235e-15     9.878394e-01        1.216059e-02        7.454481e-12        
1.2252e-15     9.878227e-01        1.217730e-02        7.475132e-12        
1.2269e-15     9.878060e-01        1.219403e-02        7.495782e-12        
1.2286e-15     9.877892e-01        1.221079e-02        7.516432e-12        
1.2303e-15     9.877724e-01        1.222757e-02        7.537193e-12        
1.2320e-15     9.877556e-01        1.224437e-02        7.557954e-12        
1.2337e-15     9.877388e-01        1.226120e-02        7.578937e-12        
1.2354e-15     9.877220e-01        1.227805e-02        7.599810e-12        
1.2371e-15     9.877051e-01        1.229492e-02        7.620793e-12        
1.2388e-15     9.876882e-01        1.231181e-02        7.641887e-12        
1.2405e-15     9.876713e-01        1.232873e-02        7.662981e-12        
1.2423e-15     9.876543e-01        1.234567e-02        7.683965e-12        
1.2440e-15     9.876374e-01        1.236263e-02        7.705392e-12        
1.2457e-15     9.876204e-01        1.237962e-02        7.726486e-12        
1.2474e-15     9.876034e-01        1.239663e-02        7.747913e-12        
1.2491e-15     9.875863e-01        1.241366e-02        7.769341e-12        
1.2509e-15     9.875693e-01        1.243072e-02        7.790657e-12        
1.2526e-15     9.875522e-01        1.244780e-02        7.812306e-12        
1.2543e-15     9.875351e-01        1.246490e-02        7.833845e-12        
1.2561e-15     9.875180e-01        1.248203e-02        7.855383e-12        
1.2578e-15     9.875008e-01        1.249918e-02        7.877254e-12        
1.2595e-15     9.874836e-01        1.251635e-02        7.898904e-12        
1.2613e-15     9.874664e-01        1.253355e-02        7.920664e-12        
1.2630e-15     9.874492e-01        1.255077e-02        7.942647e-12        
1.2648e-15     9.874320e-01        1.256801e-02        7.964518e-12        
1.2665e-15     9.874147e-01        1.258528e-02        7.986500e-12        
1.2683e-15     9.873974e-01        1.260257e-02        8.008594e-12        
1.2700e-15     9.873801e-01        1.261989e-02        8.030687e-12        
1.2718e-15     9.873628e-01        1.263723e-02        8.052781e-12        
1.2735e-15     9.873454e-01        1.265459e-02        8.075096e-12        
1.2753e-15     9.873280e-01        1.267197e-02        8.097412e-12        
1.2771e-15     9.873106e-01        1.268938e-02        8.119727e-12        
1.2788e-15     9.872932e-01        1.270681e-02        8.142154e-12        
1.2806e-15     9.872757e-01        1.272427e-02        8.164580e-12        
1.2824e-15     9.872582e-01        1.274175e-02        8.187118e-12        
1.2841e-15     9.872407e-01        1.275926e-02        8.209877e-12        
1.2859e-15     9.872232e-01        1.277679e-02        8.232526e-12        
1.2877e-15     9.872057e-01        1.279434e-02        8.255174e-12        
1.2895e-15     9.871881e-01        1.281191e-02        8.278045e-12        
1.2913e-15     9.871705e-01        1.282951e-02        8.300916e-12        
1.2930e-15     9.871529e-01        1.284714e-02        8.323897e-12        
1.2948e-15     9.871352e-01        1.286479e-02        8.346657e-12        
1.2966e-15     9.871175e-01        1.288246e-02        8.369971e-12        
1.2984e-15     9.870998e-01        1.290015e-02        8.392953e-12        
1.3002e-15     9.870821e-01        1.291788e-02        8.416046e-12        
1.3020e-15     9.870644e-01        1.293562e-02        8.439360e-12        
1.3038e-15     9.870466e-01        1.295339e-02        8.462675e-12        
1.3056e-15     9.870288e-01        1.297118e-02        8.485990e-12        
1.3074e-15     9.870110e-01        1.298900e-02        8.509526e-12        
1.3092e-15     9.869932e-01        1.300684e-02        8.532952e-12        
1.3110e-15     9.869753e-01        1.302471e-02        8.556600e-12        
1.3128e-15     9.869574e-01        1.304260e-02        8.580137e-12        
1.3147e-15     9.869395e-01        1.306051e-02        8.603895e-12        
1.3165e-15     9.869215e-01        1.307845e-02        8.627654e-12        
1.3183e-15     9.869036e-01        1.309642e-02        8.651413e-12        
1.3201e-15     9.868856e-01        1.311441e-02        8.675394e-12        
1.3219e-15     9.868676e-01        1.313242e-02        8.699264e-12        
1.3238e-15     9.868495e-01        1.315046e-02        8.723244e-12        
1.3256e-15     9.868315e-01        1.316852e-02        8.747336e-12        
1.3274e-15     9.868134e-01        1.318661e-02        8.771428e-12        
1.3293e-15     9.867953e-01        1.320472e-02        8.795742e-12        
1.3311e-15     9.867771e-01        1.322285e-02        8.819945e-12        
1.3329e-15     9.867590e-01        1.324101e-02        8.844259e-12        
1.3348e-15     9.867408e-01        1.325920e-02        8.868795e-12        
1.3366e-15     9.867226e-01        1.327741e-02        8.893331e-12        
1.3385e-15     9.867044e-01        1.329565e-02        8.917755e-12        
1.3403e-15     9.866861e-01        1.331391e-02        8.942402e-12        
1.3422e-15     9.866678e-01        1.333219e-02        8.967160e-12        
1.3440e-15     9.866495e-01        1.335050e-02        8.991918e-12        
1.3459e-15     9.866312e-01        1.336884e-02        9.016787e-12        
1.3478e-15     9.866128e-01        1.338720e-02        9.041656e-12        
1.3496e-15     9.865944e-01        1.340558e-02        9.066636e-12        
1.3515e-15     9.865760e-01        1.342399e-02        9.091505e-12        
1.3534e-15     9.865576e-01        1.344243e-02        9.116596e-12        
1.3552e-15     9.865391e-01        1.346089e-02        9.141909e-12        
1.3571e-15     9.865206e-01        1.347937e-02        9.167000e-12        
1.3590e-15     9.865021e-01        1.349788e-02        9.192314e-12        
1.3609e-15     9.864836e-01        1.351642e-02        9.217849e-12        
1.3627e-15     9.864650e-01        1.353498e-02        9.243273e-12        
1.3646e-15     9.864464e-01        1.355357e-02        9.268808e-12        
1.3665e-15     9.864278e-01        1.357218e-02        9.294343e-12        
1.3684e-15     9.864092e-01        1.359082e-02        9.319989e-12        
1.3703e-15     9.863905e-01        1.360948e-02        9.345857e-12        
1.3722e-15     9.863718e-01        1.362817e-02        9.371615e-12        
1.3741e-15     9.863531e-01        1.364688e-02        9.397483e-12        
1.3760e-15     9.863344e-01        1.366562e-02        9.423351e-12        
1.3779e-15     9.863156e-01        1.368439e-02        9.449330e-12        
1.3798e-15     9.862968e-01        1.370318e-02        9.475420e-12        
1.3817e-15     9.862780e-01        1.372199e-02        9.501622e-12        
1.3836e-15     9.862592e-01        1.374083e-02        9.527823e-12        
1.3855e-15     9.862403e-01        1.375970e-02        9.554135e-12        
1.3874e-15     9.862214e-01        1.377859e-02        9.580559e-12        
1.3894e-15     9.862025e-01        1.379751e-02        9.606982e-12        
1.3913e-15     9.861835e-01        1.381646e-02        9.633516e-12        
1.3932e-15     9.861646e-01        1.383543e-02        9.660162e-12        
1.3951e-15     9.861456e-01        1.385442e-02        9.686807e-12        
1.3971e-15     9.861266e-01        1.387345e-02        9.713452e-12        
1.3990e-15     9.861075e-01        1.389249e-02        9.740320e-12        
1.4009e-15     9.860884e-01        1.391157e-02        9.767187e-12        
1.4029e-15     9.860693e-01        1.393067e-02        9.794165e-12        
1.4048e-15     9.860502e-01        1.394980e-02        9.821366e-12        
1.4067e-15     9.860311e-01        1.396895e-02        9.848455e-12        
1.4087e-15     9.860119e-01        1.398813e-02        9.875545e-12        
1.4106e-15     9.859927e-01        1.400733e-02        9.902856e-12        
1.4126e-15     9.859734e-01        1.402656e-02        9.930168e-12        
1.4145e-15     9.859542e-01        1.404582e-02        9.957479e-12        
1.4165e-15     9.859349e-01        1.406510e-02        9.985124e-12        
1.4185e-15     9.859156e-01        1.408441e-02        1.001255e-11        
1.4204e-15     9.858963e-01        1.410375e-02        1.004019e-11        
1.4224e-15     9.858769e-01        1.412311e-02        1.006795e-11        
1.4243e-15     9.858575e-01        1.414250e-02        1.009570e-11        
1.4263e-15     9.858381e-01        1.416191e-02        1.012368e-11        
1.4283e-15     9.858186e-01        1.418135e-02        1.015166e-11        
1.4303e-15     9.857992e-01        1.420082e-02        1.017963e-11        
1.4322e-15     9.857797e-01        1.422032e-02        1.020772e-11        
1.4342e-15     9.857602e-01        1.423984e-02        1.023592e-11        
1.4362e-15     9.857406e-01        1.425938e-02        1.026412e-11        
1.4382e-15     9.857210e-01        1.427896e-02        1.029254e-11        
1.4402e-15     9.857014e-01        1.429856e-02        1.032097e-11        
1.4422e-15     9.856818e-01        1.431819e-02        1.034950e-11        
1.4442e-15     9.856622e-01        1.433784e-02        1.037803e-11        
1.4462e-15     9.856425e-01        1.435752e-02        1.040668e-11        
1.4482e-15     9.856228e-01        1.437723e-02        1.043532e-11        
1.4502e-15     9.856030e-01        1.439697e-02        1.046419e-11        
1.4522e-15     9.855833e-01        1.441673e-02        1.049305e-11        
1.4542e-15     9.855635e-01        1.443652e-02        1.052203e-11        
1.4562e-15     9.855437e-01        1.445633e-02        1.055112e-11        
1.4582e-15     9.855238e-01        1.447617e-02        1.058009e-11        
1.4602e-15     9.855040e-01        1.449604e-02        1.060929e-11        
1.4622e-15     9.854841e-01        1.451594e-02        1.063860e-11        
1.4643e-15     9.854641e-01        1.453586e-02        1.066802e-11        
1.4663e-15     9.854442e-01        1.455581e-02        1.069744e-11        
1.4683e-15     9.854242e-01        1.457579e-02        1.072697e-11        
1.4703e-15     9.854042e-01        1.459580e-02        1.075662e-11        
1.4724e-15     9.853842e-01        1.461583e-02        1.078637e-11        
1.4744e-15     9.853641e-01        1.463589e-02        1.081613e-11        
1.4764e-15     9.853440e-01        1.465598e-02        1.084588e-11        
1.4785e-15     9.853239e-01        1.467609e-02        1.087597e-11        
1.4805e-15     9.853038e-01        1.469623e-02        1.090594e-11        
1.4826e-15     9.852836e-01        1.471640e-02        1.093603e-11        
1.4846e-15     9.852634e-01        1.473660e-02        1.096623e-11        
1.4867e-15     9.852432e-01        1.475683e-02        1.099643e-11        
1.4887e-15     9.852229e-01        1.477708e-02        1.102685e-11        
1.4908e-15     9.852026e-01        1.479736e-02        1.105727e-11        
1.4929e-15     9.851823e-01        1.481766e-02        1.108780e-11        
1.4949e-15     9.851620e-01        1.483800e-02        1.111833e-11        
1.4970e-15     9.851416e-01        1.485836e-02        1.114908e-11        
1.4991e-15     9.851212e-01        1.487875e-02        1.117983e-11        
1.5011e-15     9.851008e-01        1.489917e-02        1.121070e-11        
1.5032e-15     9.850804e-01        1.491962e-02        1.124167e-11        
1.5053e-15     9.850599e-01        1.494009e-02        1.127276e-11        
1.5074e-15     9.850394e-01        1.496059e-02        1.130374e-11        
1.5094e-15     9.850189e-01        1.498112e-02        1.133493e-11        
1.5115e-15     9.849983e-01        1.500168e-02        1.136635e-11        
1.5136e-15     9.849777e-01        1.502226e-02        1.139766e-11        
1.5157e-15     9.849571e-01        1.504288e-02        1.142919e-11        
1.5178e-15     9.849365e-01        1.506352e-02        1.146072e-11        
1.5199e-15     9.849158e-01        1.508419e-02        1.149236e-11        
1.5220e-15     9.848951e-01        1.510488e-02        1.152411e-11        
1.5241e-15     9.848744e-01        1.512561e-02        1.155598e-11        
1.5262e-15     9.848536e-01        1.514636e-02        1.158784e-11        
1.5283e-15     9.848329e-01        1.516715e-02        1.161982e-11        
1.5304e-15     9.848120e-01        1.518796e-02        1.165179e-11        
1.5326e-15     9.847912e-01        1.520880e-02        1.168388e-11        
1.5347e-15     9.847703e-01        1.522966e-02        1.171618e-11        
1.5368e-15     9.847494e-01        1.525056e-02        1.174849e-11        
1.5389e-15     9.847285e-01        1.527148e-02        1.178091e-11        
1.5411e-15     9.847076e-01        1.529244e-02        1.181355e-11        
1.5432e-15     9.846866e-01        1.531342e-02        1.184608e-11        
1.5453e-15     9.846656e-01        1.533443e-02        1.187883e-11        
1.5475e-15     9.846445e-01        1.535547e-02        1.191158e-11        
1.5496e-15     9.846235e-01        1.537653e-02        1.194445e-11        
1.5517e-15     9.846024e-01        1.539763e-02        1.197742e-11        
1.5539e-15     9.845812e-01        1.541875e-02        1.201050e-11        
1.5560e-15     9.845601e-01        1.543991e-02        1.204370e-11        
1.5582e-15     9.845389e-01        1.546109e-02        1.207690e-11        
1.5603e-15     9.845177e-01        1.548230e-02        1.211020e-11        
1.5625e-15     9.844965e-01        1.550354e-02        1.214373e-11        
1.5647e-15     9.844752e-01        1.552481e-02        1.217715e-11        
1.5668e-15     9.844539e-01        1.554611e-02        1.221079e-11        
1.5690e-15     9.844326e-01        1.556743e-02        1.224443e-11        
1.5712e-15     9.844112e-01        1.558879e-02        1.227829e-11        
1.5733e-15     9.843898e-01        1.561017e-02        1.231226e-11        
1.5755e-15     9.843684e-01        1.563159e-02        1.234612e-11        
1.5777e-15     9.843470e-01        1.565303e-02        1.238021e-11        
1.5799e-15     9.843255e-01        1.567450e-02        1.241451e-11        
1.5820e-15     9.843040e-01        1.569600e-02        1.244860e-11        
1.5842e-15     9.842825e-01        1.571753e-02        1.248301e-11        
1.5864e-15     9.842609e-01        1.573909e-02        1.251754e-11        
1.5886e-15     9.842393e-01        1.576068e-02        1.255196e-11        
1.5908e-15     9.842177e-01        1.578230e-02        1.258660e-11        
1.5930e-15     9.841961e-01        1.580395e-02        1.262135e-11        
1.5952e-15     9.841744e-01        1.582563e-02        1.265621e-11        
1.5974e-15     9.841527e-01        1.584733e-02        1.269118e-11        
1.5996e-15     9.841309e-01        1.586907e-02        1.272626e-11        
1.6018e-15     9.841092e-01        1.589084e-02        1.276135e-11        
1.6041e-15     9.840874e-01        1.591263e-02        1.279654e-11        
1.6063e-15     9.840655e-01        1.593446e-02        1.283174e-11        
1.6085e-15     9.840437e-01        1.595631e-02        1.286726e-11        
1.6107e-15     9.840218e-01        1.597820e-02        1.290268e-11        
1.6129e-15     9.839999e-01        1.600011e-02        1.293821e-11        
1.6152e-15     9.839779e-01        1.602205e-02        1.297407e-11        
1.6174e-15     9.839560e-01        1.604403e-02        1.300982e-11        
1.6196e-15     9.839340e-01        1.606603e-02        1.304579e-11        
1.6219e-15     9.839119e-01        1.608807e-02        1.308176e-11        
1.6241e-15     9.838899e-01        1.611013e-02        1.311784e-11        
1.6264e-15     9.838678e-01        1.613222e-02        1.315403e-11        
1.6286e-15     9.838457e-01        1.615435e-02        1.319034e-11        
1.6309e-15     9.838235e-01        1.617650e-02        1.322675e-11        
1.6331e-15     9.838013e-01        1.619869e-02        1.326328e-11        
1.6354e-15     9.837791e-01        1.622090e-02        1.329992e-11        
1.6377e-15     9.837569e-01        1.624315e-02        1.333667e-11        
1.6399e-15     9.837346e-01        1.626542e-02        1.337341e-11        
1.6422e-15     9.837123e-01        1.628773e-02        1.341027e-11        
1.6445e-15     9.836899e-01        1.631006e-02        1.344724e-11        
1.6467e-15     9.836676e-01        1.633243e-02        1.348444e-11        
1.6490e-15     9.836452e-01        1.635482e-02        1.352163e-11        
1.6513e-15     9.836227e-01        1.637725e-02        1.355893e-11        
1.6536e-15     9.836003e-01        1.639971e-02        1.359624e-11        
1.6559e-15     9.835778e-01        1.642220e-02        1.363387e-11        
1.6581e-15     9.835553e-01        1.644471e-02        1.367151e-11        
1.6604e-15     9.835327e-01        1.646726e-02        1.370926e-11        
1.6627e-15     9.835102e-01        1.648984e-02        1.374711e-11        
1.6650e-15     9.834875e-01        1.651245e-02        1.378497e-11        
1.6673e-15     9.834649e-01        1.653509e-02        1.382305e-11        
1.6696e-15     9.834422e-01        1.655777e-02        1.386125e-11        
1.6719e-15     9.834195e-01        1.658047e-02        1.389944e-11        
1.6743e-15     9.833968e-01        1.660320e-02        1.393763e-11        
1.6766e-15     9.833740e-01        1.662597e-02        1.397626e-11        
1.6789e-15     9.833512e-01        1.664876e-02        1.401490e-11        
1.6812e-15     9.833284e-01        1.667159e-02        1.405354e-11        
1.6835e-15     9.833056e-01        1.669445e-02        1.409228e-11        
1.6859e-15     9.832827e-01        1.671733e-02        1.413125e-11        
1.6882e-15     9.832597e-01        1.674025e-02        1.417022e-11        
1.6905e-15     9.832368e-01        1.676320e-02        1.420930e-11        
1.6929e-15     9.832138e-01        1.678619e-02        1.424838e-11        
1.6952e-15     9.831908e-01        1.680920e-02        1.428779e-11        
1.6976e-15     9.831678e-01        1.683224e-02        1.432721e-11        
1.6999e-15     9.831447e-01        1.685532e-02        1.436673e-11        
1.7022e-15     9.831216e-01        1.687843e-02        1.440636e-11        
1.7046e-15     9.830984e-01        1.690156e-02        1.444611e-11        
1.7070e-15     9.830753e-01        1.692473e-02        1.448597e-11        
1.7093e-15     9.830521e-01        1.694794e-02        1.452605e-11        
1.7117e-15     9.830288e-01        1.697117e-02        1.456602e-11        
1.7140e-15     9.830056e-01        1.699443e-02        1.460632e-11        
1.7164e-15     9.829823e-01        1.701773e-02        1.464651e-11        
1.7188e-15     9.829589e-01        1.704106e-02        1.468692e-11        
1.7212e-15     9.829356e-01        1.706442e-02        1.472744e-11        
1.7235e-15     9.829122e-01        1.708781e-02        1.476808e-11        
1.7259e-15     9.828888e-01        1.711123e-02        1.480893e-11        
1.7283e-15     9.828653e-01        1.713469e-02        1.484968e-11        
1.7307e-15     9.828418e-01        1.715817e-02        1.489064e-11        
1.7331e-15     9.828183e-01        1.718169e-02        1.493172e-11        
1.7355e-15     9.827948e-01        1.720524e-02        1.497291e-11        
1.7379e-15     9.827712e-01        1.722883e-02        1.501432e-11        
1.7403e-15     9.827476e-01        1.725244e-02        1.505573e-11        
1.7427e-15     9.827239e-01        1.727609e-02        1.509726e-11        
1.7451e-15     9.827002e-01        1.729977e-02        1.513889e-11        
1.7475e-15     9.826765e-01        1.732348e-02        1.518063e-11        
1.7499e-15     9.826528e-01        1.734722e-02        1.522260e-11        
1.7524e-15     9.826290e-01        1.737100e-02        1.526457e-11        
1.7548e-15     9.826052e-01        1.739480e-02        1.530676e-11        
1.7572e-15     9.825814e-01        1.741864e-02        1.534894e-11        
1.7596e-15     9.825575e-01        1.744252e-02        1.539135e-11        
1.7621e-15     9.825336e-01        1.746642e-02        1.543365e-11        
1.7645e-15     9.825096e-01        1.749036e-02        1.547640e-11        
1.7670e-15     9.824857e-01        1.751433e-02        1.551892e-11        
1.7694e-15     9.824617e-01        1.753833e-02        1.556189e-11        
1.7718e-15     9.824376e-01        1.756237e-02        1.560474e-11        
1.7743e-15     9.824136e-01        1.758643e-02        1.564793e-11        
1.7767e-15     9.823895e-01        1.761053e-02        1.569100e-11        
1.7792e-15     9.823653e-01        1.763467e-02        1.573430e-11        
1.7817e-15     9.823412e-01        1.765883e-02        1.577771e-11        
1.7841e-15     9.823170e-01        1.768303e-02        1.582123e-11        
1.7866e-15     9.822927e-01        1.770726e-02        1.586486e-11        
1.7891e-15     9.822685e-01        1.773153e-02        1.590872e-11        
